"Species","sizeWeight","disweight","IntraHAIC","InterHAIC"
"All","0.9",1.9,160159.091245722,168578.288071357
"JP","0.9",1.9,40557.0041332488,47815.0607836953
"TA","0.9",1.9,31650.3893243927,32599.3561320337
"BS","0.9",1.9,51373.198552225,57460.2615080156
"Other","0.9",1.9,22790.7341689318,21707.1649537568
"All","0.9",2,161004.164617937,169110.539285799
"JP","0.9",2,40945.6333842974,47886.6220673799
"TA","0.9",2,31969.5749265321,32730.5913310696
"BS","0.9",2,52157.9317514146,58036.9168567364
"Other","0.9",2,22937.2756778037,21847.1126014449
"All","1",0,159600.247815808,164997.493275334
"JP","1",0,39443.7080816679,46947.311355662
"TA","1",0,28792.753880007,31746.04873392
"BS","1",0,47647.8191427465,55398.2425073735
"Other","1",0,22303.203028347,20940.6492728095
"All","1",0.1,159096.645081187,164735.58854777
"JP","1",0.1,39377.3096759445,46926.7013604117
"TA","1",0.1,28774.9974322513,31657.7794227342
"BS","1",0.1,47540.5049452299,54997.7416835928
"Other","1",0.1,22210.8018803657,20911.8139699873
"All","1",0.2,158579.966299555,164502.062904177
"JP","1",0.2,39305.2845918891,46912.2236668612
"TA","1",0.2,28759.9152234129,31579.1275812208
"BS","1",0.2,47430.7403532447,54612.451954027
"Other","1",0.2,22119.4583958424,20882.9918479667
"All","1",0.3,158052.642586866,164299.108452053
"JP","1",0.3,39227.2412869827,46903.8518925645
"TA","1",0.3,28748.4387180082,31511.4929058354
"BS","1",0.3,47318.9875633412,54249.0512456514
"Other","1",0.3,22030.5521059507,20854.4914333571
"All","1",0.4,157518.325076993,164128.892947877
"JP","1",0.4,39142.9800691353,46901.4882363971
"TA","1",0.4,28741.8273620621,31456.0678360043
"BS","1",0.4,47206.3146327222,53914.9417765438
"Other","1",0.4,21945.7176333421,20826.7957852314
"All","1",0.5,156982.113794793,163993.595922097
"JP","1",0.5,39052.6547712685,46904.9872723427
"TA","1",0.5,28741.748409278,31413.8009516213
"BS","1",0.5,47094.6775351689,53618.1475836122
"Other","1",0.5,21866.8063922346,20800.5781517
"All","1",0.6,156450.872034211,163895.454109657
"JP","1",0.6,38957.0102606308,46914.1836696665
"TA","1",0.6,28750.3691190663,31385.3850872925
"BS","1",0.6,46987.2872404681,53367.1562024842
"Other","1",0.6,21795.8366791108,20776.7160003856
"All","1",0.7,155933.634400522,163836.806123099
"JP","1",0.7,38857.7036052503,46928.9218082409
"TA","1",0.7,28770.4585137975,31371.2698874562
"BS","1",0.7,46889.0409428363,53170.6854068556
"Other","1",0.7,21734.9354659068,20756.3024777438
"All","1",0.8,155442.058305925,163820.118553097
"JP","1",0.8,38757.6949059606,46949.0843549912
"TA","1",0.8,28805.4804642378,31371.6933207814
"BS","1",0.8,46806.9541035213,53037.345111874
"Other","1",0.8,21686.2714551406,20740.6511115001
"All","1",0.9,154990.801839868,163847.970376919
"JP","1",0.9,38661.658998137,46974.6155481254
"TA","1",0.9,28859.6331746934,31386.7225256599
"BS","1",0.9,46750.4784973514,52975.1616343235
"Other","1",0.9,21651.9774055541,20731.2863004629
"All","1",1,154597.648028973,163922.973690236
"JP","1",1,38576.3200141708,47005.5338169444
"TA","1",1,28937.7591430861,31416.292380377
"BS","1",1,46731.5435272859,52990.950767053
"Other","1",1,21634.0593314567,20729.9101518576
"All","1",1.1,154283.153324495,164047.618865161
"JP","1",1.1,38510.5500064681,47041.9286815803
"TA","1",1.1,29045.0324639103,31460.230939463
"BS","1",1.1,46764.1372920726,53089.576095612
"Other","1",1.1,21634.2898340176,20738.3371647063
"All","1",1.2,154069.609885996,164224.049924581
"JP","1",1.2,38475.0310664245,47083.9393429667
"TA","1",1.2,29186.3540894577,31518.2643051271
"BS","1",1.2,46863.2831966757,53273.1988054187
"Other","1",1.2,21654.0843100332,20758.3931696933
"All","1",1.3,153979.220642701,164453.795224784
"JP","1",1.3,38481.321487635,47131.716133715
"TA","1",1.3,29365.4724808045,31589.9988280167
"BS","1",1.3,47043.3928745498,53540.6810428832
"Other","1",1.3,21694.3649521579,20791.7832232229
"All","1",1.4,154031.607763962,164737.492293356
"JP","1",1.4,38540.3346193995,47185.3695781974
"TA","1",1.4,29583.9875853776,31674.8844939802
"BS","1",1.4,47316.1783521197,53887.308822259
"Other","1",1.4,21755.4284863177,20839.9423246958
"All","1",1.5,154241.05238871,165074.65037461
"JP","1",1.5,38660.4928443428,47244.91459306
"TA","1",1.5,29840.5286496522,31772.1689132564
"BS","1",1.5,47688.5277930191,54304.9400183831
"Other","1",1.5,21836.8448289781,20903.8896344307
"All","1",1.6,154614.074498555,165463.490428472
"JP","1",1.6,38846.0344573543,47310.2190992465
"TA","1",1.6,30130.4261345918,31880.8555511283
"BS","1",1.6,48160.8886670292,54782.5810045732
"Other","1",1.6,21937.4173080171,20984.1091518847
"All","1",1.7,155147.982747551,165900.891599674
"JP","1",1.7,39095.9947614139,47380.9662620246
"TA","1",1.7,30446.0669390958,31999.6811464504
"BS","1",1.7,48726.6547904737,55307.2928470723
"Other","1",1.7,22055.2254021289,21080.4771332306
"All","1",1.8,155830.808718447,166382.457122855
"JP","1",1.8,39404.1984287097,47456.637294717
"TA","1",1.8,30777.8756056541,32127.1240707279
"BS","1",1.8,49372.7883703034,55865.2600379399
"Other","1",1.8,22187.7509937089,21192.2493946907
"All","1",1.9,156642.659988148,166902.693928631
"JP","1",1.9,39760.258114808,47536.5179603408
"TA","1",1.9,31115.6348596501,32261.447862336
"BS","1",1.9,50081.5239562711,56442.838691415
"Other","1",1.9,22332.0682330962,21318.1112528138
"All","1",2,157558.138539204,167455.282656876
"JP","1",2,40151.2424897453,47619.7277961131
"TA","1",2,31449.7694543106,32400.7748800668
"BS","1",2,50832.6812742784,57027.433442235
"Other","1",2,22485.0637984007,21456.2815375964
"All","1.1",0,156324.443335848,163200.984646147
"JP","1.1",0,38873.1792151092,46569.859676171
"TA","1.1",0,28436.5158991488,31375.9971291407
"BS","1.1",0,47072.9601081101,54442.648029045
"Other","1.1",0,21903.5541849499,20598.8208294182
"All","1.1",0.1,155810.492714251,162951.204520543
"JP","1.1",0.1,38807.1828078047,46546.4909980809
"TA","1.1",0.1,28417.9612002276,31288.816286744
"BS","1.1",0.1,46971.0320612456,54058.9588688121
"Other","1.1",0.1,21810.7672548078,20572.1319459644
"All","1.1",0.2,155284.844304636,162731.119517983
"JP","1.1",0.2,38735.4899225016,46530.1497489514
"TA","1.1",0.2,28401.6426503573,31211.913013324
"BS","1.1",0.2,46865.9520471686,53692.7387219481
"Other","1.1",0.2,21719.2351161499,20545.5729241859
"All","1.1",0.3,154750.041508894,162542.700839862
"JP","1.1",0.3,38657.6791548275,46520.8582166725
"TA","1.1",0.3,28388.3859427042,31146.548524664
"BS","1.1",0.3,46757.9732473314,53350.0200680574
"Other","1.1",0.3,21630.2799480692,20519.4431881137
"All","1.1",0.4,154209.825282198,162387.874798093
"JP","1.1",0.4,38573.5022177691,46518.5536200712
"TA","1.1",0.4,28379.3181242366,31093.7671987868
"BS","1.1",0.4,46647.8643227021,53037.3780634509
"Other","1.1",0.4,21545.4584366125,20494.2002373653
"All","1.1",0.5,153669.346446319,162268.563302227
"JP","1.1",0.5,38483.0349207128,46523.109329074
"TA","1.1",0.5,28375.9443900414,31054.3718393692
"BS","1.1",0.5,46537.1588604376,52761.8446291198
"Other","1.1",0.5,21466.5251988204,20470.472974734
"All","1.1",0.6,153135.463442336,162186.735130366
"JP","1.1",0.6,38386.899826968,46534.3612165955
"TA","1.1",0.6,28380.2390476807,31028.9230564496
"BS","1.1",0.6,46428.4849806774,52530.7866380379
"Other","1.1",0.6,21395.387680981,20449.0741961038
"All","1.1",0.7,152617.135542702,162144.45803763
"JP","1.1",0.7,38286.5688869793,46552.1373827761
"TA","1.1",0.7,28394.749837051,31017.7611286192
"BS","1.1",0.7,46325.9603588276,52351.7326262376
"Other","1.1",0.7,21334.0562917308,20431.0116054122
"All","1.1",0.8,152125.864569178,162143.934186856
"JP","1.1",0.8,38184.734880235,46576.2883368942
"TA","1.1",0.8,28422.7013732397,31021.0440641329
"BS","1.1",0.8,46235.6019947229,52232.1210521184
"Other","1.1",0.8,21284.5894157076,20417.4936936515
"All","1.1",0.9,151676.074341425,162187.496300371
"JP","1.1",0.9,38085.7094931738,46606.7131556563
"TA","1.1",0.9,28468.0594297334,31038.7921090346
"BS","1.1",0.9,46165.6564854879,52178.9379689373
"Other","1.1",0.9,21249.0308237125,20409.9237730294
"All","1.1",1,151285.25799338,162277.543049438
"JP","1.1",1,37995.7618069416,46643.3758423938
"TA","1.1",1,28535.4885131327,31070.9275129525
"BS","1.1",1,46126.7149829888,52198.2253065881
"Other","1.1",1,21229.3358872656,20409.8735809166
"All","1.1",1.1,150973.683109775,162416.401734397
"JP","1.1",1.1,37923.2553004975,46686.3063425315
"TA","1.1",1.1,28630.1156219885,31117.2993393399
"BS","1.1",1.1,46131.4551792488,52294.4802757606
"Other","1.1",1.1,21227.2819032336,20419.0286074856
"All","1.1",1.2,150763.452472587,162606.122823343
"JP","1.1",1.2,37878.3999091932,46735.5830945032
"TA","1.1",1.2,28757.0265836034,31177.6864267816
"BS","1.1",1.2,46193.8756488093,52470.0234945071
"Other","1.1",1.2,21244.3585238505,20439.1015197488
"All","1.1",1.3,150676.814228879,162848.22873567
"JP","1.1",1.3,37872.464128508,46791.2977108507
"TA","1.1",1.3,28920.4890031198,31251.7766075667
"BS","1.1",1.3,46327.9767914352,52724.4616398245
"Other","1.1",1.3,21281.6397485866,20471.7171502796
"All","1.1",1.4,150733.814755705,163143.451846878
"JP","1.1",1.4,37916.4310583508,46853.5059648022
"TA","1.1",1.4,29123.0151670379,31339.1258829358
"BS","1.1",1.4,46545.9961481116,53054.3799052886
"Other","1.1",1.4,21339.6498163562,20518.2803279292
"All","1.1",1.5,150949.642349971,163491.501185488
"JP","1.1",1.5,38019.3007434496,46922.1722111067
"TA","1.1",1.5,29364.5040375224,31439.1065576788
"BS","1.1",1.5,46856.4889108013,53453.3600326332
"Other","1.1",1.5,21418.2476619142,20579.8436847894
"All","1.1",1.6,151332.213571684,163890.894568349
"JP","1.1",1.6,38186.4397506039,46997.1164744236
"TA","1.1",1.6,29641.7553530865,31550.857548812
"BS","1.1",1.6,47262.6868651165,53912.3470126256
"Other","1.1",1.6,21516.5606952243,20656.9948387269
"All","1.1",1.7,151880.595471101,164338.884437536
"JP","1.1",1.7,38418.4472489549,47077.9738089469
"TA","1.1",1.7,29948.570741762,31673.2517324082
"BS","1.1",1.7,47761.5840147954,54420.309815092
"Other","1.1",1.7,21632.9925066244,20749.7807833426
"All","1.1",1.8,152584.687914049,164831.492404705
"JP","1.1",1.8,38710.8869083263,47164.1735701609
"TA","1.1",1.8,30276.4629581715,31804.8926773007
"BS","1.1",1.8,48344.035822833,54965.0831121894
"Other","1.1",1.8,21765.3120742635,20857.6822148342
"All","1.1",1.9,153426.261460503,165363.651254957
"JP","1.1",1.9,39054.9609047775,47254.9425766449
"TA","1.1",1.9,30615.7805351908,31944.1463735936
"BS","1.1",1.9,48995.8664982596,55534.2518506633
"Other","1.1",1.9,21910.8120403645,20979.6424820648
"All","1.1",2,154381.086543338,165929.436925997
"JP","1.1",2,39438.8996682663,47349.331996887
"TA","1.1",2,30956.9316718215,32089.2047607837
"BS","1.1",2,49699.6843217248,56115.9507609786
"Other","1.1",2,22066.5087177052,21114.1464037898
"All","1.2",0,153375.158285377,161563.758682331
"JP","1.2",0,38396.7635706137,46197.6375861294
"TA","1.2",0,28132.0395021545,31034.890314873
"BS","1.2",0,46628.1041951896,53607.2477961344
"Other","1.2",0,21545.0899819526,20307.8447421767
"All","1.2",0.1,152861.972428325,161328.652588899
"JP","1.2",0.1,38331.6590675779,46171.9960194266
"TA","1.2",0.1,28112.9789633159,30950.243204271
"BS","1.2",0.1,46531.5342707604,53243.8889310253
"Other","1.2",0.1,21453.2813754533,20283.2534195733
"All","1.2",0.2,152338.461179109,161124.03999861
"JP","1.2",0.2,38260.8335078445,46154.1831927536
"TA","1.2",0.2,28095.7638880728,30876.3186247463
"BS","1.2",0.2,46431.3031713582,52899.5343933507
"Other","1.2",0.2,21362.8766794538,20258.8847392016
"All","1.2",0.3,151807.178289352,160951.676176398
"JP","1.2",0.3,38183.8408977546,46144.2646533949
"TA","1.2",0.3,28081.1231429893,30814.2280399525
"BS","1.2",0.3,46327.4979624147,52579.5628869247
"Other","1.2",0.3,21275.1263665114,20235.0272511448
"All","1.2",0.4,151271.824602501,160813.258939613
"JP","1.2",0.4,38100.3895683463,46142.2096021069
"TA","1.2",0.4,28070.061188487,30764.8646484877
"BS","1.2",0.4,46220.644274949,52289.75555836
"Other","1.2",0.4,21191.4945675771,20212.1119774047
"All","1.2",0.5,150737.441992321,160710.472132497
"JP","1.2",0.5,38010.4819659441,46147.9095816249
"TA","1.2",0.5,28063.9309490543,30728.8894323722
"BS","1.2",0.5,46111.9269712618,52036.2272907094
"Other","1.2",0.5,21113.6245161301,20190.7237232486
"All","1.2",0.6,150210.691487606,160645.040800448
"JP","1.2",0.6,37914.6216247414,46161.203438322
"TA","1.2",0.6,28064.5217494128,30706.739974564
"BS","1.2",0.6,46003.4853233377,51825.3361453114
"Other","1.2",0.6,21043.2980311017,20171.6122124266
"All","1.2",0.7,149700.227137165,160618.788388715
"JP","1.2",0.7,37814.095837403,46181.9070487543
"TA","1.2",0.7,28074.1629586934,30698.6593584342
"BS","1.2",0.7,45898.7722307032,51663.5579613138
"Other","1.2",0.7,20982.3930741551,20155.7026508516
"All","1.2",0.8,149217.122671181,160633.678937864
"JP","1.2",0.8,37711.3252082684,46209.8448708442
"TA","1.2",0.8,28095.8323424323,30704.7384212742
"BS","1.2",0.8,45802.9363826245,51557.301882887
"Other","1.2",0.8,20932.8391221711,20144.1025032175
"All","1.2",0.9,148775.248180584,160691.822351163
"JP","1.2",0.9,37610.2437513192,46244.878560052
"TA","1.2",0.9,28133.2366295756,30724.9618152358
"BS","1.2",0.9,45723.1492985398,51512.6362986583
"Other","1.2",0.9,20896.5676141182,20138.0984282175
"All","1.2",1,148391.439483007,160795.421873326
"JP","1.2",1,37516.6340149209,46286.9264543029
"TA","1.2",1,28190.8047280275,30759.2473679037
"BS","1.2",1,45668.7635451722,51534.9038646058
"Other","1.2",1,20875.453189113,20139.1355549736
"All","1.2",1.1,148085.265213514,160946.651946107
"JP","1.2",1.1,37438.2913231708,46335.9679533261
"TA","1.2",1.1,28273.5137560979,30807.4693709816
"BS","1.2",1.1,45651.1677220667,51628.2354991465
"Other","1.2",1.1,20871.2398409122,20148.7718795508
"All","1.2",1.2,147878.200976803,161147.470095971
"JP","1.2",1.2,37384.8512277727,46392.0292947349
"TA","1.2",1.2,28386.4745435761,30869.4595744435
"BS","1.2",1.2,45683.2171412263,51795.0201122881
"Other","1.2",1.2,20885.4461573416,20168.6042246914
"All","1.2",1.3,147792.102319612,161399.383024192
"JP","1.2",1.3,37367.1333870272,46455.1509595129
"TA","1.2",1.3,28534.2557243025,30944.984262486
"BS","1.2",1.3,45778.1832051244,52035.4279882469
"Other","1.2",1.3,20919.248438284,20200.1683282245
"All","1.2",1.4,147847.044200349,161703.198560318
"JP","1.2",1.4,37395.9695442472,46525.3404923347
"TA","1.2",1.4,28720.0254107587,31033.7009073845
"BS","1.2",1.4,45948.2809055502,52347.0974274804
"Other","1.2",1.4,20973.3506791207,20244.8222961253
"All","1.2",1.5,148058.823945386,162058.799249811
"JP","1.2",1.5,37480.6692713075,46602.5175132319
"TA","1.2",1.5,28944.7036215001,31135.1028071074
"BS","1.2",1.5,46202.9814441547,52725.0684015454
"Other","1.2",1.5,21047.8629021982,20303.6276570012
"All","1.2",1.6,148436.615775452,162464.971283532
"JP","1.2",1.6,37627.4548695814,46686.4599922113
"TA","1.2",1.6,29206.3837120873,31248.4641601033
"BS","1.2",1.6,46547.4478812966,53161.9952840386
"Other","1.2",1.6,21142.2170512007,20377.2443549136
"All","1.2",1.7,148981.320626073,162919.315702561
"JP","1.2",1.7,37838.2768983152,46776.7615331754
"TA","1.2",1.7,29500.2409889776,31372.7998887282
"BS","1.2",1.7,46981.4780708968,53648.6129108305
"Other","1.2",1.7,21255.1464600149,20465.8551637502
"All","1.2",1.8,149685.028376539,163418.257896682
"JP","1.2",1.8,38110.3504701823,46872.8077508055
"TA","1.2",1.8,29819.0004956117,31506.8526294469
"BS","1.2",1.8,47499.2495585085,54174.3826548946
"Other","1.2",1.8,21384.7410416232,20569.1314084679
"All","1.2",1.9,150531.734567885,163957.157418229
"JP","1.2",1.9,38436.5422834623,46973.7763641125
"TA","1.2",1.9,30153.8493087441,31649.1134192138
"BS","1.2",1.9,48089.9489979018,54728.2180434048
"Other","1.2",1.9,21528.5722448293,20686.2457430176
"All","1.2",2,151499.132075233,164530.505375147
"JP","1.2",2,38806.4753321304,47078.6615572397
"TA","1.2",2,30495.5432532455,31797.8745119688
"BS","1.2",2,48739.1195327895,55299.1866784493
"Other","1.2",2,21683.8667191883,20815.9299903351
"All","1.3",0,150752.726542624,160077.33135613
"JP","1.3",0,37998.4485728898,45835.4430922268
"TA","1.3",0,27870.2144468662,30722.6406265748
"BS","1.3",0,46279.9571359282,52878.8859322589
"Other","1.3",0,21225.3505819307,20059.6323903049
"All","1.3",0.1,150248.684899251,159858.433448508
"JP","1.3",0.1,37934.5522662218,45808.0782728588
"TA","1.3",0.1,27850.8569391605,30641.5698931439
"BS","1.3",0.1,46188.5542696028,52537.6233457971
"Other","1.3",0.1,21135.5341026411,20037.0384568005
"All","1.3",0.2,149735.594223846,159670.401697682
"JP","1.3",0.2,37864.9467880933,45789.232304588
"TA","1.3",0.2,27833.0000549812,30571.4778495009
"BS","1.3",0.2,46093.1318914162,52216.2994079945
"Other","1.3",0.2,21047.2276020309,20014.7423179344
"All","1.3",0.3,149215.944778943,159514.789795273
"JP","1.3",0.3,37789.1677495099,45779.0062339279
"TA","1.3",0.3,27817.2858874945,30513.3260884565
"BS","1.3",0.3,45993.6464305414,51919.6677551469
"Other","1.3",0.3,20961.6027358698,19993.021140412
"All","1.3",0.4,148693.306794584,159393.087925364
"JP","1.3",0.4,37706.8873519647,45777.3962642762
"TA","1.3",0.4,27804.6081503257,30467.8628053368
"BS","1.3",0.4,45890.4281860156,51652.7784875887
"Other","1.3",0.4,20880.0247447112,19972.2801997486
"All","1.3",0.5,148172.505965162,159306.768050045
"JP","1.3",0.5,37618.0431217627,45784.3100825734
"TA","1.3",0.5,27796.1807498581,30435.6181498721
"BS","1.3",0.5,45784.3770709007,51420.9256591153
"Other","1.3",0.5,20804.0200436943,19953.0624579944
"All","1.3",0.6,147659.880898526,159257.341321333
"JP","1.3",0.6,37523.0292594184,45799.5904821527
"TA","1.3",0.6,27793.6216987215,30416.9205446899
"BS","1.3",0.6,45677.2271041564,51229.5825915814
"Other","1.3",0.6,20735.239904492,19936.0585021269
"All","1.3",0.7,147163.635219972,159246.418293027
"JP","1.3",0.7,37422.9591365863,45823.0450260616
"TA","1.3",0.7,27799.054042082,30411.9305174895
"BS","1.3",0.7,45571.8721492435,51084.3139187829
"Other","1.3",0.7,20675.424412259,19922.1166330537
"All","1.3",0.8,146694.245612877,159275.755514728
"JP","1.3",0.8,37319.9920239722,45854.4787709581
"TA","1.3",0.8,27815.2153564338,30420.6851487297
"BS","1.3",0.8,45472.719044961,50990.6426283775
"Other","1.3",0.8,20626.3665318414,19912.2502614292
"All","1.3",0.9,146264.831607672,159347.267395766
"JP","1.3",0.9,37217.6927094976,45893.7249836608
"TA","1.3",0.9,27845.548228683,30443.1440118605
"BS","1.3",0.9,45386.0027005478,50953.8437201492
"Other","1.3",0.9,20589.8734346393,19907.6371213994
"All","1.3",1,145891.343131999,159462.983236484
"JP","1.3",1,37121.3579158032,45940.6672002429
"TA","1.3",1,27894.2193641996,30479.2269328869
"BS","1.3",1,45319.9672758291,50978.642456242
"Other","1.3",1,20567.7204525017,19909.603166939
"All","1.3",1.1,145592.387117912,159624.93786599
"JP","1.3",1.1,37038.1981269371,45995.2462208468
"TA","1.3",1.1,27965.9949932664,30528.8351449767
"BS","1.3",1.1,45284.798901483,51068.8202314487
"Other","1.3",1.1,20561.5911740503,19919.5845164593
"All","1.3",1.2,145388.515984409,159834.998882263
"JP","1.3",1.2,36977.2258134614,46057.4482421436
"TA","1.3",1.2,28065.9020866166,30591.850360785
"BS","1.3",1.2,45292.2031865748,51226.7697600792
"Other","1.3",1.2,20572.9967976135,19939.0640392
"All","1.3",1.3,145300.870759203,160094.648843168
"JP","1.3",1.3,36948.7135462053,46127.2741799006
"TA","1.3",1.3,28198.6456873935,30668.1104491116
"BS","1.3",1.3,45354.5679433301,51453.0761655787
"Other","1.3",1.3,20603.1716835559,19969.4845114322
"All","1.3",1.4,145349.224897147,160404.751243963
"JP","1.3",1.4,36963.1800873337,46204.693815135
"TA","1.3",1.4,28367.8358248263,30757.3649923426
"BS","1.3",1.4,45483.7405318276,51746.2125910801
"Other","1.3",1.4,20652.9512769068,20012.1459963215
"All","1.3",1.5,145549.678156834,160765.332772911
"JP","1.3",1.5,37030.0201806287,46289.5913571992
"TA","1.3",1.5,28575.1785307226,30859.2184328264
"BS","1.3",1.5,45689.5670776821,52102.4219916925
"Other","1.3",1.5,20722.6505843037,20068.0993451144
"All","1.3",1.6,145912.425114331,161175.412645849
"JP","1.3",1.6,37156.0497369761,46381.7113215491
"TA","1.3",1.6,28819.8535359605,30973.072292182
"BS","1.3",1.6,45978.4549950779,52515.819994445
"Other","1.3",1.6,20811.9698849045,20138.049567626
"All","1.3",1.7,146440.086429892,161632.904313064
"JP","1.3",1.7,37344.3208986872,46480.6144146148
"TA","1.3",1.7,29098.2867700347,31098.0799018683
"BS","1.3",1.7,46352.2789807008,52978.7112583514
"Other","1.3",1.7,20919.9533798242,20222.2823947002
"All","1.3",1.8,147126.999721351,162134.605818641
"JP","1.3",1.8,37593.5245566561,46585.6516758376
"TA","1.3",1.8,29404.4187503974,31233.1257298527
"BS","1.3",1.8,46807.9070621034,53482.0742904728
"Other","1.3",1.8,21045.0155965811,20320.6248524225
"All","1.3",1.9,147959.642350719,162676.28308074
"JP","1.3",1.9,37898.1406126324,46695.9619137787
"TA","1.3",1.9,29730.4137464102,31376.8363488439
"BS","1.3",1.9,47337.4741595638,54016.1439831712
"Other","1.3",1.9,21185.0346932754,20432.4460508188
"All","1.3",2,148918.079051439,163252.837080385
"JP","1.3",2,38249.2756686577,46810.4935788999
"TA","1.3",2,30067.6216721643,31527.6228160244
"BS","1.3",2,47929.3301811687,54571.011430984
"Other","1.3",2,21337.4975078403,20556.6981241799
"All","1.4",0,148441.438452873,158730.966808318
"JP","1.4",0,37664.5167272148,45486.9081721308
"TA","1.4",0,27643.6164202822,30438.2002824657
"BS","1.4",0,46004.5803633158,52244.4206696264
"Other","1.4",0,20941.2037698374,19847.2290497858
"All","1.4",0.1,147952.493988643,158529.056772937
"JP","1.4",0.1,37602.0170393861,45458.3928761385
"TA","1.4",0.1,27624.10668461,30361.4114752578
"BS","1.4",0.1,45918.0726792377,51925.8112751616
"Other","1.4",0.1,20854.1076400558,19826.5101791073
"All","1.4",0.2,147455.640310578,158358.048587646
"JP","1.4",0.2,37533.8493212151,45438.9671650916
"TA","1.4",0.2,27605.7948486725,30295.6994338923
"BS","1.4",0.2,45827.3032533971,51627.5990150634
"Other","1.4",0.2,20768.5915377641,19806.1518817658
"All","1.4",0.3,146953.255298084,158219.31348854
"JP","1.4",0.3,37459.5372406924,45428.7587146207
"TA","1.4",0.3,27589.2463827504,30241.8829986718
"BS","1.4",0.3,45732.1265126362,51353.9606562172
"Other","1.4",0.3,20685.7458316757,19786.4202327256
"All","1.4",0.4,146448.721352627,158114.158057951
"JP","1.4",0.4,37378.7249261137,45427.7848342806
"TA","1.4",0.4,27575.2565906665,30200.5769832351
"BS","1.4",0.4,45632.7165901908,51109.2901743657
"Other","1.4",0.4,20606.8357278436,19767.6964203248
"All","1.4",0.5,145946.583358598,158043.870376092
"JP","1.4",0.5,37291.2951054238,45435.9666947457
"TA","1.4",0.5,27564.9148136606,30172.1952615686
"BS","1.4",0.5,45529.7416791049,50898.1607054387
"Other","1.4",0.5,20533.2710491774,19750.4848325809
"All","1.4",0.6,145452.785601691,158009.778348789
"JP","1.4",0.6,37197.5453883964,45453.1516790724
"TA","1.4",0.6,27559.6838350312,30156.9727866413
"BS","1.4",0.6,45424.601588193,50725.2810083382
"Other","1.4",0.6,20466.5736876172,19735.4219297687
"All","1.4",0.7,144975.001115041,158013.311257704
"JP","1.4",0.7,37098.4310970709,45479.142868073
"TA","1.4",0.7,27561.4968634204,30155.002552737
"BS","1.4",0.7,45319.7230743086,50595.4367058349
"Other","1.4",0.7,20408.346960531,19723.2858311819
"All","1.4",0.8,144523.018870218,158056.048766595
"JP","1.4",0.8,36995.8692421613,45513.7326615346
"TA","1.4",0.8,27572.865659113,30166.2806296312
"BS","1.4",0.8,45218.8846211642,50513.3966822071
"Other","1.4",0.8,20360.2468043799,19715.0040786383
"All","1.4",0.9,144109.103174814,158139.737149168
"JP","1.4",0.9,36893.0765316315,45556.7351781518
"TA","1.4",0.9,27596.9762963996,30190.7507075337
"BS","1.4",0.9,45127.5151470672,50483.7584348872
"Other","1.4",0.9,20323.9519727278,19711.654573429
"All","1.4",1,143748.194501925,158266.253501113
"JP","1.4",1,36794.8834831514,45608.0103423496
"TA","1.4",1,27637.7265471876,30228.3393981872
"BS","1.4",1,45052.8850483043,50510.7106806731
"Other","1.4",1,20301.1285069258,19714.4531556192
"All","1.4",1.1,143457.789285345,158437.506821498
"JP","1.4",1.1,36707.9261333925,45667.4728284096
"TA","1.4",1.1,27699.6397389525,30278.9748646341
"BS","1.4",1.1,45004.0915918114,50597.7119870813
"Other","1.4",1.1,20293.3817778883,19724.7217387075
"All","1.4",1.2,143257.335705405,158655.278561101
"JP","1.4",1.2,36640.5819686881,45735.0817958384
"TA","1.4",1.2,27787.5888037863,30342.5840799778
"BS","1.4",1.2,44991.7453558366,50747.1164124492
"Other","1.4",1.2,20302.1886909043,19743.8337980454
"All","1.4",1.3,143167.041568031,158921.019523245
"JP","1.4",1.3,36602.5246168428,45810.8113831217
"TA","1.4",1.3,27906.2961823422,30419.0677302409
"BS","1.4",1.3,45027.3000848364,50959.8066605943
"Other","1.4",1.3,20328.8057667845,19773.1387062043
"All","1.4",1.4,143206.123174641,159235.629549188
"JP","1.4",1.4,36603.8505716152,45894.6056068737
"TA","1.4",1.4,28059.644532624,30508.2558122696
"BS","1.4",1.4,45122.0372521081,51234.9066030798
"Other","1.4",1.4,20374.1570140996,19813.8713496015
"All","1.4",1.5,143390.702760106,159599.249582524
"JP","1.4",1.5,36653.8648367035,45986.3242473343
"TA","1.4",1.5,28249.9214216246,30609.8508901136
"BS","1.4",1.5,45285.8107590162,51569.6337227622
"Other","1.4",1.5,20438.7167139692,19867.0570446719
"All","1.4",1.6,143731.720131838,160011.094194278
"JP","1.4",1.6,36759.7476447473,46085.6885119164
"TA","1.4",1.6,28477.1874398436,30723.3694148633
"BS","1.4",1.6,45525.7542071663,51959.3257276927
"Other","1.4",1.6,20522.4109029239,19933.4233374837
"All","1.4",1.7,144233.290386924,160469.348074276
"JP","1.4",1.7,36925.4043121327,46192.2360169148
"TA","1.4",1.7,28738.9590162239,30848.093480658
"BS","1.4",1.7,45845.2138473695,52397.6446883616
"Other","1.4",1.7,20624.5619101978,20013.3300821742
"All","1.4",1.8,144891.875837965,160971.142501558
"JP","1.4",1.8,37150.7863980889,46305.2932766057
"TA","1.4",1.8,29030.3205794335,30983.0444906305
"BS","1.4",1.8,46243.1545458522,52876.9332103784
"Other","1.4",1.8,20743.8919460443,20106.7274760683
