"Model","Formula","AIC","deltaAIC","MarR2","ConR2","Species"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40459.7825164555,-4.82097073670593,0.602050146333414,0.884122535987204,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logDBHctd:Yearctd:logHctd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40817.9850463022,353.381559110043,0.572576866078178,0.880472836196659,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+logHctd:Dominancectd+logDBHctd:Yearctd:logHctd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40492.194433143,27.5909459508548,0.605388065720909,0.886307908711046,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:logHctd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40486.4301294601,21.8266422679299,0.597770774928374,0.883131432830665,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:logHctd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40647.282080195,182.678593002813,0.575928846695873,0.87756811117095,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:logHctd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40525.5885334862,60.9850462940522,0.588072185967949,0.882438449047531,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:logHctd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40486.7177367533,22.1142495610693,0.603571318405928,0.885256589317392,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:logHctd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40651.4405537954,186.837066603184,0.609349296393103,0.901179741624306,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:logHctd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",41017.3991121639,552.795624971681,0.597485415628985,0.886996749498983,"BS"
"ReducedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:logHctd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40460.4561004169,-4.14738677529385,0.595123986680745,0.882489977827283,"BS"
