"Model","Formula","AIC","deltaAIC","MarR2","ConR2","Species"
"ReducedModel","logY~Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:logHctd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40480.2837457158,15.6802585235855,0.589298493941899,0.880847520968261,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd",40543.6444673279,79.04098013576,0.603465686338044,0.88453628581059,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+Yearctd:logHctd:Dominancectd",40464.8931815832,0.289694390987279,0.601029786342216,0.883865701954744,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40835.0987076578,370.495220465586,0.575466556759618,0.880135809440017,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40485.6093134784,21.0058262862149,0.606331981186099,0.886345687604126,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40481.2277907159,16.624303523713,0.599331903295864,0.883091986488681,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40637.7634448549,173.15995766269,0.577440824357309,0.877550643786445,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40543.5495000186,78.9460128264036,0.588897839840926,0.88209023682514,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+Dominancectd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40478.5560396864,13.9525524942437,0.604404173976474,0.885235325732359,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+logHctd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40650.7424889671,186.139001774864,0.610966144539573,0.901381856250414,"BS"
"ReducedModel","logY~logDBHctd+Yearctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",41008.3068599445,543.703372752294,0.598768880317441,0.886963504818748,"BS"
"ReducedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40457.802629173,-6.80085801918176,0.595945133537999,0.882226093102445,"BS"
"ReducedModel","logY~Yearctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40475.2778797144,10.6743925222545,0.591080258552842,0.880808844390065,"BS"
"ReducedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd",40538.8478573132,74.244370120985,0.598592768153314,0.882908019294223,"BS"
"ReducedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+Yearctd:logHctd:Dominancectd",40458.1065155052,-6.49697168701096,0.597138004368429,0.882472727790772,"BS"
"ReducedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40828.4980511877,363.894563995505,0.569384490381371,0.879161050490404,"BS"
"ReducedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40504.9070158067,40.3035286145459,0.593105102208272,0.883999396227156,"BS"
"ReducedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40475.9453768337,11.3418896415096,0.595105979918664,0.881655828447985,"BS"
"ReducedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40628.0266852448,163.423198052566,0.575552471592587,0.877021003784228,"BS"
"ReducedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40540.0487720786,75.4452848864603,0.582613976381016,0.880549183328056,"BS"
"ReducedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40490.0779385607,25.4744513685291,0.594172068243953,0.882810558406856,"BS"
"ReducedModel","logY~logDBHctd+logHctd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40673.9007670843,209.297279892111,0.600182665679262,0.899508165216044,"BS"
"ReducedModel","logY~logDBHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",41012.7390749397,548.135587747471,0.588519615981062,0.885000825696835,"BS"
"ReducedModel","logY~logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd",40468.2027419279,3.59925473568728,0.588172018160809,0.879864306593516,"BS"
"ExpandedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd+Yearctd",40459.7825223419,-4.82096485025249,0.602050163316111,0.884122532383938,"BS"
"ExpandedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd+logDBHctd:Yearctd:logHctd",40460.4560915476,-4.14739564456977,0.59512397460604,0.882489979328737,"BS"
"ExpandedModel","logY~logDBHctd+logHctd+Dominancectd+logDBHctd:Yearctd+logDBHctd:logHctd+logDBHctd:Dominancectd+Yearctd:logHctd+Yearctd:Dominancectd+logHctd:Dominancectd+logDBHctd:Yearctd:Dominancectd+Yearctd:logHctd:Dominancectd+logDBHctd:logHctd:Dominancectd",40467.2402403256,2.63675313338172,0.596375475987616,0.882517414817035,"BS"
