"Species","sizeWeight","disweight","IntraHAIC","InterHAIC"
"JP","4.5",1.6,36637.9066471298,43937.0316869809
"TA","4.5",1.6,25842.8188464753,29608.9713015929
"BS","4.5",1.6,45775.4914869195,50025.5736427246
"Other","4.5",1.6,19693.9007558669,19810.7165228089
"All","4.5",1.8,138558.42595294,153889.902816335
"JP","4.5",1.8,36685.7573459622,44165.7456952639
"TA","4.5",1.8,26002.629040933,29807.0642490106
"BS","4.5",1.8,45787.7461470491,50305.9976101638
"Other","4.5",1.8,19737.9533235465,19906.6076194461
"All","4.5",2,138869.491023079,154541.060358526
"JP","4.5",2,36732.4420442333,44381.6382112138
"TA","4.5",2,26171.0976015173,30000.4116801574
"BS","4.5",2,45800.6599054134,50598.6067277355
"Other","4.5",2,19781.1959570124,20000.1612095978
"All","5",0,135554.666546557,148339.695408434
"JP","5",0,36146.997187439,42029.8250168811
"TA","5",0,24998.9601317796,28123.294625252
"BS","5",0,45498.6310584902,48364.0513125865
"Other","5",0,19302.4330416613,19079.9182727776
"All","5",0.2,135982.367680859,148911.499948877
"JP","5",0.2,36245.0962007019,42253.0482890024
"TA","5",0.2,25096.1860561253,28298.1141848036
"BS","5",0.2,45585.9672891358,48535.0232689347
"Other","5",0.2,19367.5494444359,19175.8379977877
"All","5",0.4,136437.484031715,149506.312155344
"JP","5",0.4,36352.9525271423,42488.5469142392
"TA","5",0.4,25207.6420949666,28482.2856237462
"BS","5",0.4,45676.1744683698,48722.2633956258
"Other","5",0.4,19432.6632088993,19274.8839285573
"All","5",0.6,136908.622703051,150117.52301612
"JP","5",0.6,36466.354101863,42732.1886974518
"TA","5",0.6,25331.5009298029,28673.2825798496
"BS","5",0.6,45764.8185925561,48923.2168887528
"Other","5",0.6,19496.45188488,19375.7314704687
"All","5",0.8,137381.455187501,150738.889081549
"JP","5",0.8,36579.536156104,42979.6906080079
"TA","5",0.8,25465.0910079046,28868.5676340873
"BS","5",0.8,45846.7492301623,49135.6074716141
"Other","5",0.8,19557.5385715258,19476.9515372316
"All","5",1,137840.208075515,151365.003118472
"JP","5",1,36685.9760755464,43226.8734054802
"TA","5",1,25605.237349543,29065.7065625363
"BS","5",1,45917.0188361996,49357.7330488366
"Other","5",1,19614.6225151481,19577.174326499
"All","5",1.2,138270.300075181,151991.634662326
"JP","5",1.2,36779.8962212304,43469.962534668
"TA","5",1.2,25748.9514692774,29262.4880336191
"BS","5",1.2,45972.0603631538,49588.5914729403
"Other","5",1.2,19666.7463689622,19675.2801738659
"All","5",1.4,138661.449155065,152615.799340394
"JP","5",1.4,36857.9971267596,43705.8254697782
"TA","5",1.4,25894.2433536136,29457.063578217
"BS","5",1.4,46010.6772886349,49827.8082754243
"Other","5",1.4,19713.5987162766,19770.5330756422
"All","5",1.6,139009.879423354,153235.576597181
"JP","5",1.6,36920.4835585493,43932.0867048479
"TA","5",1.6,26040.5527997766,29648.0476709069
"BS","5",1.6,46034.4867732989,50075.4682290287
"Other","5",1.6,19755.6742778196,19862.6188353964
"All","5",1.8,139318.517902966,153849.764230626
"JP","5",1.8,36970.7771708294,44147.1389493394
"TA","5",1.8,26188.5291691978,29834.5047224213
"BS","5",1.8,46047.6544572898,50331.8770448795
"Other","5",1.8,19794.1758920537,19951.58937849
"All","5",2,139595.341217444,154457.475409374
"JP","5",2,37014.2015753558,44350.0765036814
"TA","5",2,26339.4142768955,30015.8387466467
"BS","5",2,46055.9940112953,50597.2453609526
"Other","5",2,19830.7197570523,20037.7388352247
"All","5.5",0,136182.902378144,148540.872865838
"JP","5.5",0,36311.1184033265,42113.2113060785
"TA","5.5",0,25143.2583585739,28211.4378943716
"BS","5.5",0,45656.4908307093,48478.6331733452
"Other","5.5",0,19372.5372650472,19156.9249311554
"All","5.5",0.2,136643.711421189,149103.930883967
"JP","5.5",0.2,36426.278525398,42331.1789318829
"TA","5.5",0.2,25253.7888198022,28385.0025762527
"BS","5.5",0.2,45757.7669813164,48651.9434504058
"Other","5.5",0.2,19438.3028899926,19251.7341821009
"All","5.5",0.4,137125.910990534,149684.601939218
"JP","5.5",0.4,36550.182571748,42558.7106929671
"TA","5.5",0.4,25377.0020442574,28566.0015432143
"BS","5.5",0.4,45861.2721163649,48838.4366074088
"Other","5.5",0.4,19503.2756820847,19348.6487662514
"All","5.5",0.6,137617.637143004,150276.896173146
"JP","5.5",0.6,36678.3202955962,42792.1709578186
"TA","5.5",0.6,25510.5920188325,28752.0754969899
"BS","5.5",0.6,45962.3994581196,49035.690828807
"Other","5.5",0.6,19566.1866214791,19446.4438546859
"All","5.5",0.8,138104.429451578,150875.200142842
"JP","5.5",0.8,36804.7440835097,43027.8507059364
"TA","5.5",0.8,25651.4951170916,28940.8954948918
"BS","5.5",0.8,46055.8461353325,49241.5506756755
"Other","5.5",0.8,19625.7305422853,19543.8213299236
"All","5.5",1,138570.615356582,151474.688122102
"JP","5.5",1,36922.8153127042,43262.1728978691
"TA","5.5",1,25796.2040843568,29130.2687958982
"BS","5.5",1,46136.468146687,49454.3821758493
"Other","5.5",1,19680.682570493,19639.5534481556
"All","5.5",1.2,139001.738003249,152071.623231488
"JP","5.5",1.2,37026.5905180401,43491.9304514293
"TA","5.5",1.2,25941.4031012071,29318.2425820957
"BS","5.5",1.2,46200.3771517633,49673.1912341698
"Other","5.5",1.2,19730.1378697748,19732.6498622462
"All","5.5",1.4,139387.450114807,152663.425367642
"JP","5.5",1.4,37112.4242406909,43714.4678282256
"TA","5.5",1.4,26084.7387779599,29503.2220339868
"BS","5.5",1.4,46245.8833495609,49897.5837289436
"Other","5.5",1.4,19773.7879199602,19822.4752465937
"All","5.5",1.6,139723.632905541,153248.522347673
"JP","5.5",1.6,37179.952811884,43927.7687724144
"TA","5.5",1.6,26225.2788897561,29684.0520913241
"BS","5.5",1.6,46273.9613943217,50127.6472484752
"Other","5.5",1.6,19812.0730462813,19908.7845882429
"All","5.5",1.8,140012.686945877,153826.053055521
"JP","5.5",1.8,37231.9041215923,44130.4728289546
"TA","5.5",1.8,26363.3883923338,29859.9961972774
"BS","5.5",1.8,46288.0792266286,50363.7606534821
"Other","5.5",1.8,19846.101367379,19991.6746675983
"All","5.5",2,140262.082409573,154395.50301914
"JP","5.5",2,37272.96782178,44321.8294194931
"TA","5.5",2,26500.217263544,30030.6267312616
"BS","5.5",2,46293.4283417439,50606.3148330146
"Other","5.5",2,19877.3848449261,20071.4699453459
"All","6",0,136796.663282628,148747.028173333
"JP","6",0,36478.3504902396,42194.1286012763
"TA","6",0,25288.6600691206,28297.5130453077
"BS","6",0,45815.3899213424,48591.5598517791
"Other","6",0,19438.7982823177,19229.5397253621
"All","6",0.2,137280.41171391,149298.18797921
"JP","6",0.2,36607.2537542638,42405.7804715038
"TA","6",0.2,25409.8807631691,28468.5335283243
"BS","6",0.2,45927.8490149986,48765.3495925598
"Other","6",0.2,19504.3597701033,19322.4296358673
"All","6",0.4,137779.923147635,149862.631842812
"JP","6",0.4,36743.6219556108,42624.8283781149
"TA","6",0.4,25542.0754743371,28645.3984856792
"BS","6",0.4,46041.7100590396,48949.8025289874
"Other","6",0.4,19568.5208215572,19416.6179643868
"All","6",0.6,138283.249784792,150434.952552332
"JP","6",0.6,36882.784677491,42848.08245249
"TA","6",0.6,25682.6487214713,28825.9396793123
"BS","6",0.6,46152.2915155801,49142.643307367
"Other","6",0.6,19630.078659878,19510.9812239962
"All","6",0.8,138776.152554626,151010.109224085
"JP","6",0.8,37018.7578004194,43072.327359763
"TA","6",0.8,25828.3348849875,29008.0425121928
"BS","6",0.8,46254.257094469,49341.8443781803
"Other","6",0.8,19687.8073857121,19604.3463435843
"All","6",1,139243.377450173,151583.79320321
"JP","6",1,37144.9436499749,43294.4907692098
"TA","6",1,25975.4860438304,29189.7394952823
"BS","6",1,46342.4127083505,49545.8502675073
"Other","6",1,19740.5602889096,19695.6178353191
"All","6",1.2,139670.892281663,152152.699055277
"JP","6",1.2,37255.4132145453,43511.8369228233
"TA","6",1.2,26120.6564959398,29369.2997857406
"BS","6",1.2,46412.728160816,49753.690571325
"Other","6",1.2,19787.4862670466,19783.9235224497
"All","6",1.4,140048.579935245,152714.590242961
"JP","6",1.4,37346.3906809138,43722.1068033451
"TA","6",1.4,26261.3287969859,29545.3330429841
"BS","6",1.4,46463.2286387714,49964.9645360839
"Other","6",1.4,19828.2847304408,19868.7164448098
"All","6",1.6,140372.253447309,153268.175064532
"JP","6",1.6,37417.1858042587,43923.5811437051
"TA","6",1.6,26396.3775663018,29716.8628863308
"BS","6",1.6,46494.4637218151,50179.7606000249
"Other","6",1.6,19863.3518036615,19949.8064307071
"All","6",1.8,140643.99665524,153812.849837971
"JP","6",1.8,37470.0629119176,44115.0968169545
"TA","6",1.8,26526.0057578393,29883.3052806341
"BS","6",1.8,46509.3982841376,50398.5023992155
"Other","6",1.8,19893.7130904386,20027.319105651
"All","6",2,140870.870336539,154348.37299054
"JP","6",2,37509.2451541978,44296.0209189229
"TA","6",2,26651.3053041735,30044.3618614015
"BS","6",2,46512.7404555458,50621.6997968825
"Other","6",2,19920.7855912914,20101.5943492539
"All","6.5",0,137388.192885722,148951.429724527
"JP","6.5",0,36645.5115045517,42271.1650196254
"TA","6.5",0,25433.0209321899,28380.1591371778
"BS","6.5",0,45972.8593003611,48701.0551413003
"Other","6.5",0,19500.8300697058,19297.3186095294
"All","6.5",0.2,137886.710208841,149488.728185744
"JP","6.5",0.2,36785.1647857469,42475.914734285
"TA","6.5",0.2,25562.4913034639,28547.7416036773
"BS","6.5",0.2,46094.0501001435,48873.9695544804
"Other","6.5",0.2,19565.6068455715,19387.7898371939
"All","6.5",0.4,138395.93277131,150035.848211344
"JP","6.5",0.4,36930.9057301134,42686.3306003743
"TA","6.5",0.4,25701.2207801467,28719.8681445888
"BS","6.5",0.4,46215.7461548414,49055.4849934086
"Other","6.5",0.4,19628.5206757874,19478.9262784885
"All","6.5",0.6,138904.085813274,150587.912774469
"JP","6.5",0.6,37078.0105449014,42899.6150326389
"TA","6.5",0.6,25846.4616619031,28894.5689142881
"BS","6.5",0.6,46333.2672428022,49243.4733925937
"Other","6.5",0.6,19688.4411571582,19569.7002549646
"All","6.5",0.8,139397.36122293,151140.389360581
"JP","6.5",0.8,37220.5606199773,43112.9744213196
"TA","6.5",0.8,25994.8765013655,29069.9363470853
"BS","6.5",0.8,46441.3279120491,49436.03284719
"Other","6.5",0.8,19744.2221184092,19659.0520636037
"All","6.5",1,139861.095210932,151689.419990826
"JP","6.5",1,37352.09961014,43323.7586127913
"TA","6.5",1,26142.8020901757,29244.2041478263
"BS","6.5",1,46534.7818590053,49631.6883124851
"Other","6.5",1,19794.7915418661,19746.0042843446
"All","6.5",1.2,140281.834995052,152232.069110764
"JP","6.5",1.2,37466.823691979,43529.6220096666
"TA","6.5",1.2,26286.7872238303,29415.8259992077
"BS","6.5",1.2,46609.5739821424,49829.5005932406
"Other","6.5",1.2,19839.3492032762,19829.7896876596
"All","6.5",1.4,140649.848240408,152766.388260069
"JP","6.5",1.4,37560.959950901,43728.6337972245
"TA","6.5",1.4,26424.2728030547,29583.5724558301
"BS","6.5",1.4,46663.5800266896,50029.0697344074
"Other","6.5",1.4,19877.6042440191,19909.9387902433
"All","6.5",1.6,140961.031349464,153291.31141633
"JP","6.5",1.6,37633.6449700054,43919.320847595
"TA","6.5",1.6,26554.0486482797,29746.6028500319
"BS","6.5",1.6,46697.0681567719,50230.4835656583
"Other","6.5",1.6,19909.9156106462,19986.3066669892
"All","6.5",1.8,141217.274662444,153806.429559076
"JP","6.5",1.8,37686.8303598698,44100.6800867815
"TA","6.5",1.8,26676.2294930025,29904.4477883118
"BS","6.5",1.8,46712.6319785431,50434.1918330363
"Other","6.5",1.8,19937.235499398,20059.0374217402
"All","6.5",2,141425.292020051,154311.697584542
"JP","6.5",2,37724.3878005697,44272.1662224802
"TA","6.5",2,26791.8696575118,30056.9075966469
"BS","6.5",2,46714.593807976,50640.7812592393
"Other","6.5",2,19960.8927832566,20128.47444816
"All","7",0,137952.959439758,149150.058681488
"JP","7",0,36810.193967583,42343.6553322664
"TA","7",0,25574.6049637586,28458.6289817551
"BS","7",0,46127.0566766738,48806.0950507914
"Other","7",0,19558.5725794837,19360.2039168416
"All","7",0.2,138459.801007734,149672.383863814
"JP","7",0.2,36958.0011746692,42541.2424479011
"TA","7",0.2,25710.1702582477,28622.1872480086
"BS","7",0.2,46254.8703813648,48977.1661907981
"Other","7",0.2,19622.176773936,19447.9715566616
"All","7",0.4,138972.923021236,150201.765401909
"JP","7",0.4,37110.5272714799,42743.1168291663
"TA","7",0.4,25853.3644811327,28789.2381241588
"BS","7",0.4,46382.2967546414,49155.1461741437
"Other","7",0.4,19683.5719986858,19535.9093729573
"All","7",0.6,139480.878774787,150733.797919741
"JP","7",0.6,37263.0717144731,42946.821079486
"TA","7",0.6,26001.3840339282,28958.0059131381
"BS","7",0.6,46504.7120201734,49338.0469037524
"Other","7",0.6,19741.700632731,19623.0776930854
"All","7",0.8,139970.403902222,151264.393929518
"JP","7",0.8,37409.8480547512,43149.9200057291
"TA","7",0.8,26150.9070257483,29126.7746173307
"BS","7",0.8,46616.9389115425,49524.0845980019
"Other","7",0.8,19795.491890107,19708.5175115571
"All","7",1,140427.506154252,151790.084082377
"JP","7",1,37544.6021369812,43350.1171603524
"TA","7",1,26298.33485936,29293.9520413128
"BS","7",1,46713.9423469671,49711.8622721357
"Other","7",1,19843.9420357442,19791.3543112813
"All","7",1.2,140839.380198095,152308.246596658
"JP","7",1.2,37661.7209067054,43545.3909062257
"TA","7",1.2,26440.286560045,29458.1416017169
"BS","7",1.2,46791.7166035983,49900.4753741797
"Other","7",1.2,19886.2973222713,19870.9115141355
"All","7",1.4,141196.749892001,152817.172732166
"JP","7",1.4,37757.5150959838,43734.0824152228
"TA","7",1.4,26574.2341135635,29618.238508281
"BS","7",1.4,46848.0749882542,50089.5292295848
"Other","7",1.4,19922.2772599738,19946.7863533047
"All","7",1.6,141495.67356644,153315.978711732
"JP","7",1.6,37831.0446396757,43914.9231093816
"TA","7",1.6,26698.9462717564,29773.5044575396
"BS","7",1.6,46883.099229103,50279.1098175212
"Other","7",1.6,19952.2094363857,20018.8722575756
"All","7",1.8,141737.920317037,153804.405017444
"JP","7",1.8,37884.0472118366,44087.041881741
"TA","7",1.8,26814.4922899784,29923.5556121869
"BS","7",1.8,46899.1024182164,50469.6804608205
"Other","7",1.8,19976.9809193991,20087.326614277
"All","7",2,141929.900438898,154282.549409841
"JP","7",2,37920.1222137985,44249.960803622
"TA","7",2,26921.899436255,30068.2668776503
"BS","7",2,46900.0918154644,50661.8767279621
"Other","7",2,19997.8394039556,20152.4900148205
"All","7.5",0,138488.66838728,149340.638258906
"JP","7.5",0,36970.6761633116,42411.3790546185
"TA","7.5",0,25712.1180662574,28532.5830334753
"BS","7.5",0,46276.6898828476,48906.1495927951
"Other","7.5",0,19612.1474168577,19418.3564449761
"All","7.5",0.2,138998.837016263,149847.478622462
"JP","7.5",0.2,37124.4459427375,42601.7628482482
"TA","7.5",0.2,25851.9427798093,28691.7658609259
"BS","7.5",0.2,46409.3539280751,49074.7030471689
"Other","7.5",0.2,19674.3297535769,19503.2809085051
"All","7.5",0.4,139511.483216035,150359.167522006
"JP","7.5",0.4,37281.6355739756,42795.3358134498
"TA","7.5",0.4,25997.8987519603,28853.5992648726
"BS","7.5",0.4,46540.7844386125,49248.772671507
"Other","7.5",0.4,19734.0502213469,19587.9891268406
"All","7.5",0.6,140015.574573058,150871.713453383
"JP","7.5",0.6,37437.6195490391,42989.9328771162
"TA","7.5",0.6,26147.1930769623,29016.48982055
"BS","7.5",0.6,46666.4530491106,49426.4985001716
"Other","7.5",0.6,19790.3202319673,19671.6217786984
"All","7.5",0.8,140498.443184547,151381.414671924
"JP","7.5",0.8,37586.7850069935,43183.4215789894
"TA","7.5",0.8,26296.5762785497,29178.8931141617
"BS","7.5",0.8,46781.3285317045,49606.2042358714
"Other","7.5",0.8,19842.1375476296,19753.3091703387
"All","7.5",1,140946.795693467,151885.134406647
"JP","7.5",1,37723.1152396259,43373.8015335285
"TA","7.5",1,26442.5626253666,29339.3643559979
"BS","7.5",1,46880.5262418507,49786.5659083855
"Other","7.5",1,19888.5594537681,19832.2655288807
"All","7.5",1.2,141348.491224526,152380.515812134
"JP","7.5",1.2,37841.2249903572,43559.3213703514
"TA","7.5",1.2,26581.8846316021,29496.6268703934
"BS","7.5",1.2,46960.135113235,49966.714921371
"Other","7.5",1.2,19928.8740943997,19907.890694727
"All","7.5",1.4,141694.732397485,152866.04973689
"JP","7.5",1.4,37937.5557579541,43738.5493747643
"TA","7.5",1.4,26712.086402659,29649.6718090704
"BS","7.5",1.4,47017.9608244622,50146.2656784111
"Other","7.5",1.4,19962.8115126286,19979.837452049
"All","7.5",1.6,141981.77471271,153341.000964384
"JP","7.5",1.6,38011.150269775,43910.3883551408
"TA","7.5",1.6,26831.9518163494,29797.8381954873
"BS","7.5",1.6,47053.9615175025,50325.3024884107
"Other","7.5",1.6,19990.6728447379,20048.0311206723
"All","7.5",1.8,142211.307294537,153805.226933084
"JP","7.5",1.8,38063.5964240729,44074.0774810378
"TA","7.5",1.8,26941.5284707769,29940.8063704368
"BS","7.5",1.8,47070.2331132749,50504.2938375201
"Other","7.5",1.8,20013.2875963786,20112.6397111418
"All","7.5",2,142389.468507431,154258.931203334
"JP","7.5",2,38098.2759024449,44229.1925986757
"TA","7.5",2,27041.8207489233,30078.5074058342
"BS","7.5",2,47070.5204899989,50683.9044464309
"Other","7.5",2,20031.8294855685,20173.9993109559
"All","8",0,138994.558566774,149522.008690076
"JP","8",0,37125.7997764918,42474.3758744695
"TA","8",0,25844.6657370352,28601.948359376
"BS","8",0,46420.9154058866,49001.012268328
"Other","8",0,19661.7741481463,19472.0502300951
"All","8",0.2,139504.23524283,150013.267681855
"JP","8",0.2,37283.7165753613,42657.6602744932
"TA","8",0.2,25987.224857614,28756.5798988681
"BS","8",0.2,46556.9628018934,49166.5933044728
"Other","8",0.2,19722.3853084438,19554.0886026598
"All","8",0.4,140013.158657129,150507.611382313
"JP","8",0.4,37443.853841772,42843.2606749814
"TA","8",0.4,26134.5714404134,28913.193088992
"BS","8",0.4,46690.9989214112,49336.5405010222
"Other","8",0.4,19780.3550383874,19635.6094601035
"All","8",0.6,140510.754483617,151001.409133439
"JP","8",0.6,37601.6949259955,43029.2622534619
"TA","8",0.6,26283.9678493592,29070.3599605169
"BS","8",0.6,46818.6180266029,49509.1086447289
"Other","8",0.6,19834.7577582268,19715.8271635354
"All","8",0.8,140984.967862783,151491.291261227
"JP","8",0.8,37751.8258906699,43213.7865285511
"TA","8",0.8,26432.2717047983,29226.6858399995
"BS","8",0.8,46934.958440957,49682.7172071056
"Other","8",0.8,19884.6522938479,19793.9517020498
"All","8",1,141423.199592399,151974.403702253
"JP","8",1,37888.4867473824,43395.0795710271
"TA","8",1,26576.1364652434,29380.8492771043
"BS","8",1,47035.3080250481,49856.1086208737
"Other","8",1,19929.1500880374,19869.2736336963
"All","8",1.2,141813.960472228,152448.612608571
"JP","8",1.2,38006.538617775,43571.6157905323
"TA","8",1.2,26712.430133356,29531.6697656442
"BS","8",1.2,47115.8761328926,50028.4496329667
"Other","8",1.2,19967.5770232415,19941.2561115894
"All","8",1.4,142148.926345624,152912.575720924
"JP","8",1.4,38102.5787798503,43742.1550534884
"TA","8",1.4,26838.7902070295,29678.2127180329
"BS","8",1.4,47174.494572229,50199.3666337905
"Other","8",1.4,19999.673596137,20009.5965084856
"All","8",1.6,142424.55997888,153365.680731076
"JP","8",1.6,38175.6677232579,43905.74617381
"TA","8",1.6,26954.0353410578,29819.8758376175
"BS","8",1.6,47211.0396729271,50368.9439970483
"Other","8",1.6,20025.718513764,20074.245153905
"All","8",1.8,142642.493042238,153807.878906403
"JP","8",1.8,38227.284621416,44061.7224016616
"TA","8",1.8,27058.2042598222,29956.3879571106
"BS","8",1.8,47227.4349769002,50537.6511674253
"Other","8",1.8,20046.4903844508,20135.3781684492
"All","8",2,142808.615591407,154239.454106672
"JP","8",2,38260.6310661737,44209.7038238376
"TA","8",2,27152.2790756583,30087.722699234
"BS","8",2,47227.2027753893,50706.168789907
"Other","8",2,20063.0959406974,20193.3274643684
"All","8.5",0,139470.887990907,149693.719910123
"JP","8.5",0,37274.8456949997,42532.8322651949
"TA","8.5",0,25971.6841407265,28666.8207733558
"BS","8.5",0,46559.2355994787,49090.6854155386
"Other","8.5",0,19707.7202985612,19521.6088522627
"All","8.5",0.2,139977.190943989,150169.581095647
"JP","8.5",0.2,37435.4234622777,42709.2139236172
"TA","8.5",0.2,26115.7353896747,28816.8531045359
"BS","8.5",0.2,46697.4649694393,49253.001706508
"Other","8.5",0.2,19766.6822056481,19600.781485849
"All","8.5",0.4,140480.018108548,150647.116204859
"JP","8.5",0.4,37597.1324729969,42887.2187367728
"TA","8.5",0.4,26263.3891604838,28968.3388665902
"BS","8.5",0.4,46832.9840238036,49418.730689152
"Other","8.5",0.4,19822.8798338143,19679.202493047
"All","8.5",0.6,140969.27136177,151123.008590249
"JP","8.5",0.6,37755.5877183675,43065.1460495592
"TA","8.5",0.6,26411.9909999934,29119.9959694811
"BS","8.5",0.6,46961.5277942404,49586.2289242291
"Other","8.5",0.6,19875.4439036982,19756.154146653
"All","8.5",0.8,141433.50341485,151594.17355189
"JP","8.5",0.8,37905.589794914,43241.329394859
"TA","8.5",0.8,26558.5244071683,29270.5578869807
"BS","8.5",0.8,47078.4168682,49754.0006033415
"Other","8.5",0.8,19923.4872911894,19830.9178243278
"All","8.5",1,141860.78534104,152057.996519449
"JP","8.5",1,38041.6440911129,43414.2185175802
"TA","8.5",1,26699.7936877451,29418.8062260066
"BS","8.5",1,47179.1217201528,49920.8477619663
"Other","8.5",1,19966.1696532138,19902.8497627656
"All","8.5",1.2,142240.249928272,152512.53099819
"JP","8.5",1.2,38158.8640004548,43582.4757389144
"TA","8.5",1.2,26832.8109634266,29563.6389791551
"BS","8.5",1.2,47259.985058431,50085.9704532237
"Other","8.5",1.2,20002.8510438285,19971.4651080851
"All","8.5",1.4,142564.025281214,152956.574623027
"JP","8.5",1.4,38254.0127688829,43745.0235057255
"TA","8.5",1.4,26955.316445044,29704.1802862725
"BS","8.5",1.4,47318.8849777575,50249.0082785937
"Other","8.5",1.4,20033.2821597846,20036.4959882572
"All","8.5",1.6,142828.777578494,153389.617888072
"JP","8.5",1.6,38326.1875877684,43901.0374207314
"TA","8.5",1.6,27066.1734754614,29839.8726883091
"BS","8.5",1.6,47355.6439605452,50410.0473114949
"Other","8.5",1.6,20057.7224750985,20097.9108831564
"All","8.5",1.8,143036.092548584,153811.689210714
"JP","8.5",1.8,38376.7847517036,44049.9337085806
"TA","8.5",1.8,27165.4184586204,29970.481550904
"BS","8.5",1.8,47372.0453378497,50569.5565455845
"Other","8.5",1.8,20076.9053986867,20155.8907450382
"All","8.5",2,143191.630097138,154223.135507615
"JP","8.5",2,38408.8518421046,44191.3706996792
"TA","8.5",2,27254.0102261928,30096.0128620727
"BS","8.5",2,47371.4191903431,50728.2249745571
"Other","8.5",2,20091.8771438428,20210.7633722649
"All","9",0,139918.562164809,149855.764679301
"JP","9",0,37417.4229374168,42587.0118543919
"TA","9",0,26092.8697376787,28727.3976840989
"BS","9",0,46691.408619079,49175.3023893908
"Other","9",0,19750.2707174452,19567.3683863428
"All","9",0.2,140419.344805721,150316.595342382
"JP","9",0.2,37579.4538756028,42756.7449344837
"TA","9",0.2,26237.4185513871,28872.873642407
"BS","9",0.2,46830.8440385056,49334.1804089169
"Other","9",0.2,19807.5550047978,19643.7363950897
"All","9",0.4,140914.373208188,150777.969457865
"JP","9",0.4,37741.6377561197,42927.552587197
"TA","9",0.4,26384.5383346722,29019.3871666861
"BS","9",0.4,46966.9519238239,49495.6766990867
"Other","9",0.4,19861.9953576704,19719.1722601149
"All","9",0.6,141394.027332989,151236.843707793
"JP","9",0.6,37899.737813898,43097.9175563008
"TA","9",0.6,26531.6734147448,29165.7817204087
"BS","9",0.6,47095.6188529741,49658.2380370529
"Other","9",0.6,19912.7724035337,19793.0208276486
"All","9",0.8,141847.448111435,151690.378278842
"JP","9",0.8,38048.7780829653,43266.3502150275
"TA","9",0.8,26675.9411190957,29310.8991244612
"BS","9",0.8,47212.3524118285,49820.4439224886
"Other","9",0.8,19959.0469923288,19864.6273335838
"All","9",1,142263.34189965,152136.161996965
"JP","9",1,38183.5299439899,43431.4679471503
"TA","9",1,26814.2990210206,29453.6078149114
"BS","9",1,47312.8077810593,49981.1500064638
"Other","9",1,20000.022031542,19933.4045731882
"All","9",1.2,142631.424984883,152572.406071964
"JP","9",1.2,38299.355890105,43592.0885208467
"TA","9",1.2,26943.9039904587,29592.8718253953
"BS","9",1.2,47393.4657451109,50139.5870770316
"Other","9",1.2,20035.088705652,19998.9103718646
"All","9",1.4,142944.249128414,152998.025366658
"JP","9",1.4,38393.1855472618,43747.2720494142
"TA","9",1.4,27062.6012300955,29727.8634839931
"BS","9",1.4,47452.2620937155,50295.4076618334
"Other","9",1.4,20064.0075144217,20060.9034891911
"All","9",1.6,143198.672899088,153412.596467992
"JP","9",1.6,38464.1615820164,43896.305409715
"TA","9",1.6,27169.3030095809,29858.0600718062
"BS","9",1.6,47488.9842970608,50448.6999605742
"Other","9",1.6,20087.021187945,20119.3644783465
"All","9",1.8,143396.241442102,153816.212046029
"JP","9",1.8,38513.6135616114,44038.6805485179
"TA","9",1.8,27264.0465401888,29983.2539855634
"BS","9",1.8,47505.2989991666,50599.9317294341
"Other","9",1.8,20104.8227198287,20174.4754520567
"All","9",2,143542.399069902,154209.270092425
"JP","9",2,38544.4534159723,44174.0916494855
"TA","9",2,27347.7658726038,30103.4754529589
"BS","9",2,47504.3675858355,50749.7960908519
"Other","9",2,20118.4035968635,20226.5590124124
"All","9.5",0,140338.872736862,150008.403827879
"JP","9.5",0,37553.3762093786,42637.2130877288
"TA","9.5",0,26208.1167903939,28783.9326432607
"BS","9.5",0,46817.3761815369,49255.0747378214
"Other","9.5",0,19789.708849477,19609.6569639467
"All","9.5",0.2,140832.561270047,150454.686874523
"JP","9.5",0.2,37715.8828067572,42800.5855136967
"TA","9.5",0.2,26352.3795845999,28924.9569864463
"BS","9.5",0.2,46957.2305836075,49410.426951779
"Other","9.5",0.2,19845.3209757258,19683.3072532376
"All","9.5",0.4,141318.601886251,150900.605128471
"JP","9.5",0.4,37877.6723302954,42964.5986479566
"TA","9.5",0.4,26498.3233780719,29066.6911678147
"BS","9.5",0.4,47093.2206211121,49567.7317461467
"Other","9.5",0.4,19898.0420962992,19755.8881583528
"All","9.5",0.6,141787.843461725,151343.353492129
"JP","9.5",0.6,38034.6685036709,43127.8922717939
"TA","9.5",0.6,26643.4983558042,29208.084778883
"BS","9.5",0.6,47221.3893372923,49725.5163629911
"Other","9.5",0.6,19947.0971110792,19826.8017763582
"All","9.5",0.8,142229.987085425,151780.303793305
"JP","9.5",0.8,38182.1218529351,43289.1249386545
"TA","9.5",0.8,26785.1567852161,29348.0708799639
"BS","9.5",0.8,47337.4304803254,49882.4280704893
"Other","9.5",0.8,19991.6897626,19895.4500903646
"All","9.5",1,142634.333644251,152209.219197258
"JP","9.5",1,38315.0639007353,43447.0524846933
"TA","9.5",1,26920.4065049923,29485.5922311846
"BS","9.5",1,47437.1809072892,50037.3713164951
"Other","9.5",1,20031.0620822957,19961.2946289056
"All","9.5",1.2,142991.140816717,152628.444665347
"JP","9.5",1.2,38429.0968123945,43600.6208546782
"TA","9.5",1.2,27046.5451893649,29619.6704227094
"BS","9.5",1.2,47517.2590426803,50189.6051702383
"Other","9.5",1.2,20064.6337538207,20023.928491888
