"Species","sizeWeight","disweight","IntraHAIC","InterHAIC"
"All","9.5",1.4,143293.352466555,153036.993204992
"JP","9.5",1.4,38521.3109445925,43749.0057451571
"TA","9.5",1.4,27161.5212382514,29749.5191574793
"BS","9.5",1.4,47575.6641208706,50338.7939793245
"Other","9.5",1.4,20092.1745721684,20083.1307810871
"All","9.5",1.6,143538.005344585,153434.512882122
"JP","9.5",1.6,38590.8970937314,43891.591259608
"TA","9.5",1.6,27264.2968016,29874.6433633393
"BS","9.5",1.6,47612.161311649,50485.0273585697
"Other","9.5",1.6,20113.9124517836,20138.8892725593
"All","9.5",1.8,143726.606154683,153821.149738772
"JP","9.5",1.8,38639.1283060645,44027.9395627429
"TA","9.5",1.8,27354.9112066127,29994.8548823722
"BS","9.5",1.8,47628.3181180251,50628.7706111958
"Other","9.5",1.8,20130.5039630355,20191.3838882105
"All","9.5",2,143864.395905998,154197.343931989
"JP","9.5",2,38668.7942280203,44157.7811001638
"TA","9.5",2,27434.2723412298,30110.2012248031
"BS","9.5",2,47627.1458017165,50770.7180001274
"Other","9.5",2,20142.890950016,20240.9302020105
"All","10",0,140733.319249022,150152.052307844
"JP","10",0,37682.7137022175,42683.7439088841
"TA","10",0,26317.4648067554,28836.7049412045
"BS","10",0,46937.2083138452,49330.2566221821
"Other","10",0,19826.305782759,19648.7843866579
"All","10",0.2,141218.78515029,150584.338490019
"JP","10",0.2,37844.9084038849,42841.0610793604
"TA","10",0.2,26460.8334700142,28973.4223195285
"BS","10",0.2,47076.8514592743,49482.0570093027
"Other","10",0.2,19880.2736184846,19719.8196847098
"All","10",0.4,141695.041078943,151015.5276337
"JP","10",0.4,38005.6207923674,42998.6755123634
"TA","10",0.4,26605.1197984963,29110.5898510922
"BS","10",0.4,47212.1694856918,49635.2487572198
"Other","10",0.4,19931.3278525207,19789.6835368327
"All","10",0.6,142153.38788809,151443.022659168
"JP","10",0.6,38160.9428102944,43155.3613276041
"TA","10",0.6,26747.9815262364,29247.2458427698
"BS","10",0.6,47339.3624699569,49788.4316052082
"Other","10",0.6,19978.732873888,19857.829817931
"All","10",0.8,142584.053767914,151864.379934145
"JP","10",0.8,38306.3490818669,43309.9024048675
"TA","10",0.8,26886.8030097434,29382.4004992752
"BS","10",0.8,47454.3058471976,49940.3146999044
"Other","10",0.8,20021.7311062404,19923.7104964439
"All","10",1,142976.891294625,152277.514220841
"JP","10",1,38437.1205367151,43461.1703333558
"TA","10",1,27018.836367421,29515.061481515
"BS","10",1,47553.0119713718,50089.8475483553
"Other","10",1,20059.6002305652,19986.8291142489
"All","10",1.2,143322.657045932,152680.885443258
"JP","10",1.2,38549.0857207754,43608.2171889198
"TA","10",1.2,27141.5136197552,29644.3021771127
"BS","10",1.2,47632.2332639565,50236.3154334641
"Other","10",1.2,20091.7861053153,20046.8082701787
"All","10",1.4,143614.655212183,153073.588933596
"JP","10",1.4,38639.4867072016,43750.3148561851
"TA","10",1.4,27252.8822601614,29769.3733784649
"BS","10",1.4,47690.0344736818,50379.3931795731
"Other","10",1.4,20118.0672389786,20103.4427766536
"All","10",1.6,143850.085581173,153455.331177475
"JP","10",1.6,38707.5616370806,43886.9309883406
"TA","10",1.6,27351.9533925603,29889.8029346978
"BS","10",1.6,47726.1670240546,50519.1704760059
"Other","10",1.6,20138.6582392885,20156.7240764669
"All","10",1.8,144030.417045556,153826.301668831
"JP","10",1.8,38754.5337259708,44017.6921838407
"TA","10",1.8,27438.7688609323,30005.4163207639
"BS","10",1.8,47742.1126402646,50656.1084671148
"Other","10",1.8,20154.1826001143,20206.8272976915
"All","10",2,144160.698232433,154186.975494212
"JP","10",2,38783.0805891512,44142.3665115946
"TA","10",2,27514.209429065,30116.2722565595
"BS","10",2,47740.7474746206,50790.899902356
"Other","10",2,20165.53693815,20254.0591469195
"All","0",0.1,152665.890346095,160647.662931254
"JP","0",0.1,35793.0423333673,45057.1642470636
"TA","0",0.1,24517.8927227233,30059.4691623529
"BS","0",0.1,45433.5407212272,51314.1512152285
"Other","0",0.1,21175.6661465935,20122.3666989348
"All","0",0.4,150513.567040323,160508.682407152
"JP","0",0.4,35470.0348002807,45099.3230244858
"TA","0",0.4,24448.5788195224,30059.5585663446
"BS","0",0.4,45077.8597313112,50931.5686716118
"Other","0",0.4,20879.2999409339,19976.3519853193
"All","0",0.5,149778.437608135,160533.497946311
"JP","0",0.5,35351.5543414314,45148.8946249711
"TA","0",0.5,24451.6953106548,30076.450815141
"BS","0",0.5,44957.7714396669,50923.3988258751
"Other","0",0.5,20797.0749864986,19943.107009665
"All","0",0.7,148342.888228709,160692.139890668
"JP","0",0.7,35110.467329423,45293.3753279221
"TA","0",0.7,24527.0275862327,30138.5218299292
"BS","0",0.7,44733.4222056795,51091.75077285
"Other","0",0.7,20674.3269346914,19907.7589930047
"All","0",0.9,147072.135304126,161005.767024808
"JP","0",0.9,34901.2991705678,45488.1931406339
"TA","0",0.9,24746.9683332494,30245.1715491918
"BS","0",0.9,44577.4072659195,51506.0257503669
"Other","0",0.9,20627.3442697617,19923.0766897571
"All","0",1,146561.353461844,161226.746250033
"JP","0",1,34833.463085781,45601.184061876
"TA","0",1,24936.2762477192,30318.2077356686
"BS","0",1,44553.3136313853,51804.1968096895
"Other","0",1,20639.4061461055,19953.2156591498
"All","0",1.1,146176.862495834,161494.744270551
"JP","0",1.1,34809.8709670524,45723.2520811821
"TA","0",1.1,25192.9686028573,30405.8964772405
"BS","0",1.1,44585.9184710781,52161.5048417833
"Other","0",1.1,20678.3009112845,20000.1403334649
"All","0",1.2,145954.931308583,161813.103970967
"JP","0",1.2,34848.4005046427,45853.676879548
"TA","0",1.2,25525.9250310555,30509.1078800977
"BS","0",1.2,44693.0110342647,52575.6360938438
"Other","0",1.2,20745.6087162748,20065.0367589512
"All","0",1.3,145931.218571814,162184.799940142
"JP","0",1.3,34967.007753881,45991.8544592112
"TA","0",1.3,25939.6360537394,30628.358664355
"BS","0",1.3,44892.0505289021,53042.8949570449
"Other","0",1.3,20842.0374824624,20148.8226088032
"All","0",1.5,146590.205217948,163095.465360391
"JP","0",1.5,35497.3918540333,46288.9273167161
"TA","0",1.5,26992.8031745644,30914.6814865345
"BS","0",1.5,45619.0033751149,54113.8205180575
"Other","0",1.5,21119.6649277294,20374.6131892979
"All","0.1",0.1,149400.829019101,159107.791353865
"JP","0.1",0.1,35648.6438472596,44644.3927906126
"TA","0.1",0.1,24332.9207868086,29724.6345976962
"BS","0.1",0.1,45227.1505469258,50757.9538001172
"Other","0.1",0.1,20815.851396305,19864.3737575652
"All","0.1",0.4,147323.778038109,159043.18409825
"JP","0.1",0.4,35343.8589679174,44710.6384108812
"TA","0.1",0.4,24255.0662777347,29742.1141381597
"BS","0.1",0.4,44890.1903583118,50447.2698206356
"Other","0.1",0.4,20538.2203280616,19741.664214478
"All","0.1",0.5,146622.42474516,159091.593372304
"JP","0.1",0.5,35230.5230054634,44768.7199042737
"TA","0.1",0.5,24251.016116928,29764.4840183761
"BS","0.1",0.5,44773.6109104684,50450.6990421076
"Other","0.1",0.5,20462.1831656356,19715.3270227454
"All","0.1",0.7,145265.284952328,159295.011122054
"JP","0.1",0.7,34995.1993331632,44930.5704365028
"TA","0.1",0.7,24301.6947129366,29836.977452972
"BS","0.1",0.7,44548.387515797,50621.8410041916
"Other","0.1",0.7,20349.8966641999,19691.5503710196
"All","0.1",0.9,144079.611460841,159649.05556514
"JP","0.1",0.9,34778.5084342485,45143.079014529
"TA","0.1",0.9,24477.4615588084,29952.9439504275
"BS","0.1",0.9,44372.7619473197,51012.676776935
"Other","0.1",0.9,20308.403089219,19714.348641232
"All","0.1",1,143608.95249736,159887.987739791
"JP","0.1",1,34697.8287550458,45264.9747223595
"TA","0.1",1,24635.2947252626,30030.0110526943
"BS","0.1",1,44327.4457267942,51290.4230403193
"Other","0.1",1,20320.5129718852,19746.293991984
"All","0.1",1.1,143259.383453822,160172.021984959
"JP","0.1",1.1,34652.6072946578,45395.9301228406
"TA","0.1",1.1,24853.8054812004,30121.1940422021
"BS","0.1",1.1,44328.4213731891,51622.5280723012
"Other","0.1",1.1,20357.3681626845,19793.5503275279
"All","0.1",1.2,143064.267602242,160504.186861242
"JP","0.1",1.2,34658.8271557026,45535.1665120553
"TA","0.1",1.2,25142.5402679688,30227.296603588
"BS","0.1",1.2,44391.5511465849,52007.7396483495
"Other","0.1",1.2,20420.5053000661,19857.2051472249
"All","0.1",1.3,143056.758228464,160887.191340522
"JP","0.1",1.3,34733.3277888397,45682.0185394017
"TA","0.1",1.3,25507.8544864208,30348.8061013716
"BS","0.1",1.3,44533.0353975497,52443.6559126118
"Other","0.1",1.3,20510.771840038,19938.1317779953
"All","0.1",1.5,143712.108922002,161812.466404409
"JP","0.1",1.5,35143.1954267399,45995.8497104374
"TA","0.1",1.5,26465.1240001156,30637.8953595774
"BS","0.1",1.5,45105.3638205683,53450.6494926764
"Other","0.1",1.5,20771.6361602799,20153.5513316551
"All","0.2",0.1,146598.674959569,157757.364699695
"JP","0.2",0.1,35547.5459125734,44277.7737722165
"TA","0.2",0.1,24208.3068176812,29439.0908725049
"BS","0.2",0.1,45075.7573488655,50303.5964234867
"Other","0.2",0.1,20509.8321231219,19653.8774881358
"All","0.2",0.4,144629.640984973,157764.281957305
"JP","0.2",0.4,35260.0788349576,44367.692240826
"TA","0.2",0.4,24125.570521501,29473.383936679
"BS","0.2",0.4,44756.9831001987,50055.3467695224
"Other","0.2",0.4,20253.6046568812,19552.4042619091
"All","0.2",0.5,143971.593756166,157835.064467944
"JP","0.2",0.5,35152.0538670344,44433.5368856011
"TA","0.2",0.5,24116.4463100477,29501.0043718885
"BS","0.2",0.5,44644.6227348267,50068.7801512526
"Other","0.2",0.5,20184.4151302488,19532.3493591734
"All","0.2",0.7,142708.612831678,158080.568359564
"JP","0.2",0.7,34924.309001689,44610.6169462277
"TA","0.2",0.7,24148.475400754,29583.4034297049
"BS","0.2",0.7,44422.1861337663,50242.4336146224
"Other","0.2",0.7,20083.6374165727,19519.1343234506
"All","0.2",0.9,141618.030428716,158472.082509888
"JP","0.2",0.9,34705.4412908715,44838.0535906226
"TA","0.2",0.9,24288.8640496861,29708.034516547
"BS","0.2",0.9,44235.3248954846,50613.0773867744
"Other","0.2",0.9,20048.4774738963,19548.8626360359
"All","0.2",1,141189.916919142,158727.400619651
"JP","0.2",1,34616.6654660094,44967.304050227
"TA","0.2",1,24420.5296930711,29788.7289505557
"BS","0.2",1,44175.5443795806,50872.9449089808
"Other","0.2",1,20061.023626337,19582.5470976183
"All","0.2",1.1,140875.769115792,159025.831575471
"JP","0.2",1.1,34556.3108671641,45105.5069106976
"TA","0.2",1.1,24606.3877391235,29882.9323237031
"BS","0.2",1.1,44153.7521673541,51182.6656028942
"Other","0.2",1.1,20096.1925562716,19630.2120481755
"All","0.2",1.2,140705.875745535,159370.072325906
"JP","0.2",1.2,34538.5404822402,45251.8365400312
"TA","0.2",1.2,24856.0651807775,29991.3638491447
"BS","0.2",1.2,44183.996444454,51541.7272820514
"Other","0.2",1.2,20155.4325276352,19692.8379723497
"All","0.2",1.3,140710.64922187,159762.538199585
"JP","0.2",1.3,34578.8141225699,45405.5741503482
"TA","0.2",1.3,25176.9596343337,30114.459118249
"BS","0.2",1.3,44281.0424186633,51948.6720933778
"Other","0.2",1.3,20239.6536836686,19771.2321753169
"All","0.2",1.5,141346.01497514,160698.191491116
"JP","0.2",1.5,34889.3085852661,45732.3877082365
"TA","0.2",1.5,26039.0942810352,30404.524269076
"BS","0.2",1.5,44728.4068924968,52893.9348877916
"Other","0.2",1.5,20483.0903230075,19977.1149977559
"All","0.3",0.1,144218.690483935,156572.421108515
"JP","0.3",0.1,35476.44380642,43954.3457526995
"TA","0.3",0.1,24125.7983772944,29195.875951569
"BS","0.3",0.1,44963.0615836388,49929.0612179033
"Other","0.3",0.1,20250.5195277955,19481.1693703804
"All","0.3",0.4,142376.945266589,156647.056266078
"JP","0.3",0.4,35205.1899282168,44066.7715391697
"TA","0.3",0.4,24040.906841234,29246.1124571077
"BS","0.3",0.4,44661.7775539708,49734.6509756036
"Other","0.3",0.4,20016.9876167786,19399.0107157936
"All","0.3",0.5,141767.254451039,156738.822224086
"JP","0.3",0.5,35102.4376162062,44139.5522095578
"TA","0.3",0.5,24028.3472173901,29278.7042374766
"BS","0.3",0.5,44554.0449877258,49756.6822331537
"Other","0.3",0.5,19954.8979024651,19384.6822418722
"All","0.3",0.7,140605.782742453,157023.567576047
"JP","0.3",0.7,34883.2779655289,44329.7678760211
"TA","0.3",0.7,24046.5816381878,29370.4517553724
"BS","0.3",0.7,44336.8261363404,49932.6411883712
"Other","0.3",0.7,19865.9878387187,19381.1561209122
"All","0.3",0.9,139613.556629222,157449.689771625
"JP","0.3",0.9,34665.9018529367,44569.6401835874
"TA","0.3",0.9,24159.0837151021,29503.1593525509
"BS","0.3",0.9,44144.6132152753,50286.1302864679
"Other","0.3",0.9,19837.5409840836,19417.3716106723
"All","0.3",1,139228.089048076,157719.971620417
"JP","0.3",1,34572.4873910226,44704.8998961434
"TA","0.3",1,24269.3723045824,29587.1614119376
"BS","0.3",1,44075.251995224,50530.5786017091
"Other","0.3",1,19850.7923130631,19452.7677590993
"All","0.3",1.1,138948.511199738,158031.384660719
"JP","0.3",1.1,34501.8928018021,44848.9552525315
"TA","0.3",1.1,24427.888250528,29684.0387902688
"BS","0.3",1.1,44037.2310844744,50820.7569209867
"Other","0.3",1.1,19884.608911771,19500.9524980463
"All","0.3",1.2,138802.082825728,158386.289164639
"JP","0.3",1.2,34466.62112551,45000.9412146159
"TA","0.3",1.2,24643.9747719582,29794.4160195842
"BS","0.3",1.2,44042.9658514525,51156.6528510971
"Other","0.3",1.2,19940.3299402604,19562.7977368094
"All","0.3",1.3,138816.445846251,158786.793137704
"JP","0.3",1.3,34480.6953402694,45160.0897467955
"TA","0.3",1.3,24925.4823537281,29918.662705483
"BS","0.3",1.3,44105.7898729909,51537.4786364161
"Other","0.3",1.3,20018.8775921649,19639.0335383143
"All","0.3",1.5,139422.737578536,159729.826272232
"JP","0.3",1.5,34710.5795229833,45496.823521225
"TA","0.3",1.5,25698.1529479201,30208.5995551761
"BS","0.3",1.5,44452.7629800304,52425.1812063113
"Other","0.3",1.5,20245.2704417896,19836.4005044172
"All","0.4",0.1,142211.67361253,155531.535309404
"JP","0.4",0.1,35426.4791928554,43670.2447251182
"TA","0.4",0.1,24072.8593651829,28988.6779062148
"BS","0.4",0.1,44878.3131885771,49617.7923200701
"Other","0.4",0.1,20031.3620691327,19338.739701827
"All","0.4",0.4,140506.570403966,155669.729421437
"JP","0.4",0.4,35170.3194276636,43803.6238556366
"TA","0.4",0.4,23987.8555785796,29053.8702198667
"BS","0.4",0.4,44593.8180293919,49469.7090706774
"Other","0.4",0.4,19820.8087630381,19274.1944209057
"All","0.4",0.5,139947.13258735,155781.053630296
"JP","0.4",0.5,35072.7031619998,43882.5268444367
"TA","0.4",0.5,23973.1305400803,29091.1380263749
"BS","0.4",0.5,44490.9493155128,49499.127378982
"Other","0.4",0.5,19765.7876495801,19265.1109100296
"All","0.4",0.7,138888.845848524,156102.201619629
"JP","0.4",0.7,34862.652255503,44083.9645275497
"TA","0.4",0.7,23981.418774353,29191.6749384793
"BS","0.4",0.7,44280.5977076366,49677.2086595092
"Other","0.4",0.7,19688.6420542101,19270.5246499927
"All","0.4",0.9,137993.984084738,156560.169121142
"JP","0.4",0.9,34649.2946980239,44334.1078345092
"TA","0.4",0.9,24072.1980014248,29331.9228416849
"BS","0.4",0.9,44087.2306399615,50016.1933286077
"Other","0.4",0.9,19666.9747330607,19312.8542268041
"All","0.4",1,137649.911475998,156844.086557256
"JP","0.4",1,34553.760439614,44474.2368347291
"TA","0.4",1,24165.2108467863,29418.9678713961
"BS","0.4",1,44011.8522790657,50247.4239752249
"Other","0.4",1,19681.1063206197,19349.946459856
"All","0.4",1.1,137403.364104842,157167.202193933
"JP","0.4",1.1,34476.5938648412,44622.9793417947
"TA","0.4",1.1,24301.1170459678,29518.2538845681
"BS","0.4",1.1,43962.4528979425,50520.6755220566
"Other","0.4",1.1,19713.8630064852,19398.7606095338
"All","0.4",1.2,137278.735167364,157531.546127338
"JP","0.4",1.2,34428.8233026667,44779.4368310966
"TA","0.4",1.2,24488.769574849,29630.306420197
"BS","0.4",1.2,43950.007553036,50836.2619274581
"Other","0.4",1.2,19766.4685493697,19460.0628299642
"All","0.4",1.3,137300.988818736,157938.91878926
"JP","0.4",1.3,34423.0844519325,44942.7949476677
"TA","0.4",1.3,24736.0758336644,29755.4214314424
"BS","0.4",1.3,43986.5037398833,51193.8595774806
"Other","0.4",1.3,19839.8258028261,19534.5017731005
"All","0.4",1.5,137874.294348896,158887.100035302
"JP","0.4",1.5,34588.2783677948,45286.9931143367
"TA","0.4",1.5,25427.3138945821,30044.5709125026
"BS","0.4",1.5,44252.9593783813,52028.973889361
"Other","0.4",1.5,20050.1242927031,19724.3842644896
"All","0.6",0.1,139118.780743417,153809.558840877
"JP","0.6",0.1,35367.8083165124,43203.5126339943
"TA","0.6",0.1,24023.8018005268,28661.1147252493
"BS","0.6",0.1,44765.9119838522,49137.810190953
"Other","0.6",0.1,19690.814334724,19122.8188611099
"All","0.6",0.4,137689.775458377,154062.617921443
"JP","0.6",0.4,35138.8462796432,43373.7868502408
"TA","0.6",0.4,23942.8054760379,28753.274826865
"BS","0.6",0.4,44513.1008345993,49064.2059645009
"Other","0.6",0.4,19524.512583369,19089.2838613184
"All","0.6",0.5,137228.905475369,154208.996806176
"JP","0.6",0.5,35050.9778714662,43462.8090105369
"TA","0.6",0.5,23926.4530233643,28799.0393884461
"BS","0.6",0.5,44420.2680127401,49105.5378485904
"Other","0.6",0.5,19482.8624419189,19089.5013240177
"All","0.6",0.7,136368.967095268,154594.909760051
"JP","0.6",0.7,34859.7127113902,43681.9927855788
"TA","0.6",0.7,23923.2289435632,28915.5663290627
"BS","0.6",0.7,44226.6255290176,49287.4780903425
"Other","0.6",0.7,19427.8866375771,19110.9265503751
"All","0.6",0.9,135656.956934183,155108.761597118
"JP","0.6",0.9,34659.110142264,43947.5484542405
"TA","0.6",0.9,23984.5012317231,29069.4479735361
"BS","0.6",0.9,44039.1384117286,49603.8671455029
"Other","0.6",0.9,19419.276375074,19164.5125609836
"All","0.6",1,135389.455849182,155416.225973614
"JP","0.6",1,34564.3675906811,44094.7440269481
"TA","0.6",1,24052.5949036604,29161.9169639996
"BS","0.6",1,43958.9031221447,49814.0685228268
"Other","0.6",1,19435.4543589154,19204.9271920899
"All","0.6",1.1,135203.4302639,155759.211258383
"JP","0.6",1.1,34481.6190872492,44250.1447956417
"TA","0.6",1.1,24154.800032727,29265.4072048171
"BS","0.6",1.1,43896.7171948574,50060.0218640873
"Other","0.6",1.1,19466.8088259678,19255.2444317685
"All","0.6",1.2,135118.211008037,156139.141030068
"JP","0.6",1.2,34419.4728618691,44412.8026068174
"TA","0.6",1.2,24298.7488201464,29380.2488758968
"BS","0.6",1.2,43861.2004542981,50342.3637330303
"Other","0.6",1.2,19514.3389955502,19316.0366682967
"All","0.6",1.3,135153.91095945,156557.242573403
"JP","0.6",1.3,34388.1071963909,44581.8226224954
"TA","0.6",1.3,24491.808382138,29506.5856192438
"BS","0.6",1.3,43862.0069245072,50661.2926752651
"Other","0.6",1.3,19578.8606156714,19387.7937487716
"All","0.6",1.5,135662.120777726,157510.589185734
"JP","0.6",1.5,34461.059838039,44935.4019299158
"TA","0.6",1.5,25046.5693459762,29793.188584146
"BS","0.6",1.5,44012.0883383687,51406.1236684578
"Other","0.6",1.5,19760.7251965814,19565.454563538
"All","0.7",0.1,137943.557870407,153098.409518223
"JP","0.7",0.1,35352.0808276415,43013.0405778313
"TA","0.7",0.1,24017.5224275732,28532.1014123351
"BS","0.7",0.1,44729.7517550335,48952.079005757
"Other","0.7",0.1,19559.8737770455,19041.3301042674
"All","0.7",0.4,136646.668908268,153403.226091257
"JP","0.7",0.4,35135.4851526788,43199.4244569615
"TA","0.7",0.4,23939.9732670202,28636.4021857456
"BS","0.7",0.4,44491.9448041571,48908.563028177
"Other","0.7",0.4,19414.129226397,19021.5642532405
"All","0.7",0.5,136232.038108816,153565.269121164
"JP","0.7",0.5,35052.2373878019,43292.6522236484
"TA","0.7",0.5,23923.7509632312,28686.0240146634
"BS","0.7",0.5,44404.1514201052,48954.7570185412
"Other","0.7",0.5,19378.6101410922,19025.935304417
"All","0.7",0.7,135463.94006324,153979.862986168
"JP","0.7",0.7,34870.3983959878,43518.9107964514
"TA","0.7",0.7,23917.7662356586,28809.8146588751
"BS","0.7",0.7,44219.6796220733,49138.5300131191
"Other","0.7",0.7,19333.7832374503,19054.5650009167
"All","0.7",0.9,134835.443017561,154518.032045612
"JP","0.7",0.9,34677.6233741667,43790.238703009
"TA","0.7",0.9,23969.4491923262,28969.8534121509
"BS","0.7",0.9,44037.7284426994,49446.1963303874
"Other","0.7",0.9,19331.272365839,19113.3245011294
"All","0.7",1,134602.695658564,154835.533192677
"JP","0.7",1,34584.9410810405,43939.9513031978
"TA","0.7",1,24028.7670751137,29064.74329434
"BS","0.7",1,43957.4546467176,49648.057508566
"Other","0.7",1,19348.5421419644,19155.3386911074
"All","0.7",1.1,134444.13197936,155186.807450292
"JP","0.7",1.1,34501.9842198736,44097.6399375861
"TA","0.7",1.1,24118.6503274034,29170.0797160573
"BS","0.7",1.1,43892.2849900516,49883.0267381526
"Other","0.7",1.1,19379.4862410035,19206.4746407354
"All","0.7",1.2,134376.90506257,155573.009936909
"JP","0.7",1.2,34436.3809467252,44262.3407563869
"TA","0.7",1.2,24246.1058521375,29286.101295388
"BS","0.7",1.2,43849.8871902358,50151.7968317044
"Other","0.7",1.2,19424.9988759312,19267.2188647169
"All","0.7",1.3,134418.994849695,155995.113768085
"JP","0.7",1.3,34397.2604911787,44433.1280498988
"TA","0.7",1.3,24418.073408012,29412.8787154505
"BS","0.7",1.3,43838.9323509062,50454.6956414912
"Other","0.7",1.3,19485.8400904996,19337.9883067269
"All","0.7",1.5,134898.492010568,156948.87451695
"JP","0.7",1.5,34438.2267126852,44789.27649792
"TA","0.7",1.5,24917.1335553766,29697.9889220726
"BS","0.7",1.5,43947.4859214507,51161.1038889835
"Other","0.7",1.5,19655.4515154009,19510.6742406437
"All","0.8",0.1,136965.063988525,152470.633312512
"JP","0.8",0.1,35342.4312504847,42846.5070317347
"TA","0.8",0.1,24019.0720646863,28421.6514767766
"BS","0.8",0.1,44703.2472250084,48794.2559044771
"Other","0.8",0.1,19449.9058646763,18973.5658026179
"All","0.8",0.4,135793.832913421,152823.781195583
"JP","0.8",0.4,35137.5598282704,43047.6579790828
"TA","0.8",0.4,23945.6092816468,28537.3125829297
"BS","0.8",0.4,44479.9345702507,48777.1477477053
"Other","0.8",0.4,19323.4573558234,18966.6000715835
"All","0.8",0.5,135422.78474994,153000.358037672
"JP","0.8",0.5,35058.78584674,43144.659440111
"TA","0.8",0.5,23929.9493572544,28590.5591982498
"BS","0.8",0.5,44397.1312271704,48827.6526591057
"Other","0.8",0.5,19293.6591869058,18974.8396872708
"All","0.8",0.7,134740.763304484,153441.371522434
"JP","0.8",0.7,34886.3115958386,43377.1226605114
"TA","0.8",0.7,23922.6171670015,28721.1694173251
"BS","0.8",0.7,44222.0627275127,49013.2323309976
"Other","0.8",0.7,19258.3011540967,19010.1983042776
"All","0.8",0.9,134190.148773087,154001.627971309
"JP","0.8",0.9,34701.9374862105,43653.2881443481
"TA","0.8",0.9,23967.2394059996,28886.9588966362
"BS","0.8",0.9,44046.6931152437,49313.5377012472
"Other","0.8",0.9,19261.5520884399,19073.8332997777
"All","0.8",1,133989.799741245,154328.0954289
"JP","0.8",1,34612.0399238768,43805.0137204287
"TA","0.8",1,24019.6369232995,28984.092073741
"BS","0.8",1,43967.4246748114,49508.2138659619
"Other","0.8",1,19279.9262522726,19117.3861357344
"All","0.8",1.1,133856.930768254,154686.645323848
"JP","0.8",1.1,34530.041618675,43964.4630179423
"TA","0.8",1.1,24099.5314786741,29091.1224136734
"BS","0.8",1.1,43900.8160042096,49733.6288474349
"Other","0.8",1.1,19310.6133535313,19169.3502825397
"All","0.8",1.2,133806.741306941,155078.18844622
"JP","0.8",1.2,34462.7183659573,44130.6622863724
"TA","0.8",1.2,24213.3301992157,29208.2028571449
"BS","0.8",1.2,43853.7079307163,49990.4869121643
"Other","0.8",1.2,19354.4084950104,19230.1341084058
"All","0.8",1.3,133855.275021125,155503.467352562
"JP","0.8",1.3,34418.2648778522,44302.6628924664
"TA","0.8",1.3,24367.5084931481,29335.3354579816
"BS","0.8",1.3,43833.9013255157,50279.1872498558
"Other","0.8",1.3,19412.0123053385,19300.087351496
"All","0.8",1.5,134309.576440769,156456.373970529
"JP","0.8",1.5,34434.3310106289,44660.2747881542
"TA","0.8",1.5,24818.2684371564,29618.8920619464
"BS","0.8",1.5,43909.200074859,50951.0534144161
"Other","0.8",1.5,19570.6143196894,19468.3984740024
"All","0.9",0.1,136152.001391522,151916.027452679
"JP","0.9",0.1,35337.4168702509,42700.9177458629
"TA","0.9",0.1,24026.35394848,28327.0233050143
"BS","0.9",0.1,44684.5236630681,48659.7652852012
"Other","0.9",0.1,19357.7159376427,18917.3345069926
"All","0.9",0.4,135099.228798531,152314.3359304
"JP","0.9",0.4,35143.7455896334,42915.6728180093
"TA","0.9",0.4,23957.4425436834,28453.351375061
"BS","0.9",0.4,44475.2139558149,48666.054008539
"Other","0.9",0.4,19249.2651702203,18922.3004435145
"All","0.9",0.5,134768.981270244,152504.393026005
"JP","0.9",0.5,35069.3159845414,43016.1026480535
"TA","0.9",0.5,23942.6725969112,28510.0101688814
"BS","0.9",0.5,44397.3171603685,48720.425350115
"Other","0.9",0.5,19224.7800430931,18934.1474630061
"All","0.9",0.7,134167.205616841,152969.706522253
"JP","0.9",0.7,34906.1116147107,43254.095000074
"TA","0.9",0.7,23935.0929569977,28647.0249667261
"BS","0.9",0.7,44231.7267377909,48907.7977494788
"Other","0.9",0.7,19198.2188188651,18975.7887371322
"All","0.9",0.9,133688.971954561,153549.952308776
"JP","0.9",0.9,34730.5169346725,43534.3692768513
"TA","0.9",0.9,23974.6760188994,28818.1785371433
"BS","0.9",0.9,44063.6400292818,49201.8690045797
"Other","0.9",0.9,19206.883931174,19044.0014232919
"All","0.9",1,133518.769950802,153884.379480706
"JP","0.9",1,34643.9322820299,43687.7048751013
"TA","0.9",1,24021.6626252226,28917.3854100442
"BS","0.9",1,43986.1410380426,49390.3252047038
"Other","0.9",1,19226.3568765813,19089.0195281129
"All","0.9",1.1,133409.935185426,154249.254395329
"JP","0.9",1.1,34563.7716928314,43848.4849649041
"TA","0.9",1.1,24093.4916819453,29025.9649304763
"BS","0.9",1.1,43919.2615498596,49607.3929027033
"Other","0.9",1.1,19256.9120142544,19141.7998190888
"All","0.9",1.2,133375.921152078,154645.267499657
"JP","0.9",1.2,34496.0684792199,44015.7307656227
"TA","0.9",1.2,24196.0074885844,29143.9908819097
"BS","0.9",1.2,43869.1230745107,49853.7572585888
"Other","0.9",1.2,19299.2520034466,19202.6800275827
"All","0.9",1.3,133431.02329215,155072.954346694
"JP","0.9",1.3,34448.187462909,44188.4788385364
"TA","0.9",1.3,24335.2127023238,29271.4018465838
"BS","0.9",1.3,43842.7576078204,50129.8466942993
"Other","0.9",1.3,19354.016805097,19271.9486248746
"All","0.9",1.5,133863.768013953,156023.857187494
"JP","0.9",1.5,34445.0967201021,44546.6172175526
"TA","0.9",1.5,24744.2401178433,29553.3694693867
"BS","0.9",1.5,43891.4851767184,50770.623881383
"Other","0.9",1.5,19502.7623366039,19436.3824898445
