"Species","sizeWeight","disWeight","HAIC","IntraHAIC","InterHAIC"
"Trembling aspen","3.7",0.2,30217.5254071569,32025.4156751795,34622.49534911
"Black spruce","3.7",0.2,58630.0222434016,59627.420453671,64954.2541267993
"Other species","3.7",0.2,19829.8166693914,21815.4623764143,21754.4518983382
"All species","3.7",0.3,150488.30084845,157347.123433517,168841.850203926
"Jack pine","3.7",0.3,40267.2392193513,40701.114642691,45445.4416379905
"Trembling aspen","3.7",0.3,30200.6739191043,31988.429334476,34595.3666642804
"Black spruce","3.7",0.3,58613.5718320947,59567.0517272274,64904.1768286046
"Other species","3.7",0.3,19817.8400279296,21778.1210016259,21725.5276716087
"All species","3.7",0.4,150425.757262873,157140.642187607,168718.440759599
"Jack pine","3.7",0.4,40244.9025072217,40677.7064201704,45438.4869439379
"Trembling aspen","3.7",0.4,30182.5437066884,31950.6486108275,34567.9780590405
"Black spruce","3.7",0.4,58596.1706707386,59506.9581563882,64855.9902541456
"Other species","3.7",0.4,19805.5271230744,21741.8824377429,21696.7298517414
"All species","3.7",0.5,150359.154769572,156935.075854061,168599.555958021
"Jack pine","3.7",0.5,40220.0047783355,40652.2486322117,45432.7434504554
"Trembling aspen","3.7",0.5,30163.1935106517,31912.2736822917,34540.4162713888
"Black spruce","3.7",0.5,58577.8569159627,59447.7824237948,64809.9819030431
"Other species","3.7",0.5,19793.131020145,21707.4111444451,21668.2155747154
"All species","3.7",0.6,150289.009109919,156732.860063292,168485.779715428
"Jack pine","3.7",0.6,40192.4647634817,40624.7497681297,45428.2895147849
"Trembling aspen","3.7",0.6,30142.808687084,31873.6488334449,34512.7842703516
"Black spruce","3.7",0.6,58558.7628467873,59390.4318045721,64766.4593461365
"Other species","3.7",0.6,19781.0085809576,21675.4716883572,21640.176678666
"All species","3.7",0.7,150216.342212106,156537.219010001,168377.735004305
"Jack pine","3.7",0.7,40162.3450276192,40595.3771151319,45425.193029382
"Trembling aspen","3.7",0.7,30121.7636386866,31835.3099691997,34485.2042646513
"Black spruce","3.7",0.7,58539.1649121231,59336.1771966829,64725.7500380096
"Other species","3.7",0.7,19769.6474490437,21646.9129305868,21612.8437828212
"All species","3.7",0.8,150142.895694968,156352.356884012,168276.094033242
"Jack pine","3.7",0.8,40129.9299213932,40564.5275109603,45423.5129636012
"Trembling aspen","3.7",0.8,30100.7010993773,31798.0426993926,34457.8205205651
"Black spruce","3.7",0.8,58519.5489919125,59286.7665277191,64688.2007723488
"Other species","3.7",0.8,19759.6946010096,21622.6451423966,21586.491842445
"All species","3.7",0.9,150071.383356154,156183.643453559,168181.588447923
"Jack pine","3.7",0.9,40095.8191938815,40532.9063575766,45423.3012989915
"Trembling aspen","3.7",0.9,30080.626659203,31762.948168796,34430.801882292
"Black spruce","3.7",0.9,58500.688768928,59244.529919207,64654.1759355137
"Other species","3.7",0.9,19751.9818526218,21603.6081630794,21561.4465617248
"All species","3.7",1,150005.752358998,156037.740887754,168095.017229155
"Jack pine","3.7",1,40061.0256034803,40501.6027166011,45424.6049487095
"Trembling aspen","3.7",1,30063.0100966004,31731.5059146906,34404.3439866782
"Black spruce","3.7",1,58483.7290568176,59212.4462618856,64624.0535956383
"Other species","3.7",1,19747.540039805,21590.7302305506,21538.0903063983
"All species","3.7",1.1,149951.394070603,155922.598020899,168017.249282806
"Jack pine","3.7",1.1,40027.0546274188,40472.1395581308,45427.4671490338
"Trembling aspen","3.7",1.1,30049.8731479704,31705.611596932,34378.6710498286
"Black spruce","3.7",1.1,58470.2578429743,59194.1359516644,64598.2188564372
"Other species","3.7",1.1,19747.590215896,21584.8781345813,21516.8652101273
"All species","3.7",1.2,149915.221008584,155847.225644336,167949.217292393
"Jack pine","3.7",1.2,39995.9361987891,40446.4719831934,45431.9276810958
"Trembling aspen","3.7",1.2,30043.8285671395,31687.5573684671,34354.0367540388
"Black spruce","3.7",1.2,58462.3432924361,59193.7430083111,64577.0545829283
"Other species","3.7",1.2,19753.500336057,21586.7996128753,21498.2704025571
"All species","3.7",1.3,149905.522912838,155821.184537937,167891.899774764
"Jack pine","3.7",1.3,39970.1776916331,40426.909207705,45438.0212109154
"Trembling aspen","3.7",1.3,30048.0250732374,31679.922722595,34330.7234283615
"Black spruce","3.7",1.3,58462.5093835551,59215.67770959,64560.9300760373
"Other species","3.7",1.3,19766.7024936557,21597.0606887583,21482.850528971
"All species","3.7",1.4,149931.54417548,155853.781020871,167846.28999918
"Jack pine","3.7",1.4,39952.6181141824,40415.9513531269,45445.7732529578
"Trembling aspen","3.7",1.4,30065.9580002479,31685.3607287155,34309.038750237
"Black spruce","3.7",1.4,58473.6301428915,59264.2158958415,64550.1882498563
"Other species","3.7",1.4,19788.5769524944,21615.9849500969,21471.1744693817
"All species","3.7",1.5,150002.784459945,155953.058078211,167813.353295121
"Jack pine","3.7",1.5,39946.185511243,40416.05527916,45455.1939454201
"Trembling aspen","3.7",1.5,30101.1342394547,31706.2965826231,34289.3096828977
"Black spruce","3.7",1.5,58498.7382418295,59342.9929315747,64545.1315511887
"Other species","3.7",1.5,19820.3186707189,21643.6057747149,21463.8057558188
"All species","3.7",1.6,150128.099130606,156124.756820222,167793.977030898
"Jack pine","3.7",1.6,39953.5878239589,40429.3662299435,45466.2707643228
"Trembling aspen","3.7",1.6,30156.6284270892,31744.5903946517,34271.8739157204
"Black spruce","3.7",1.6,58540.7651411863,59454.4767448718,64546.0067337948
"Other species","3.7",1.6,19862.806389744,21679.6428150004,21461.2682885679
"All species","3.7",1.7,150314.742640341,156371.46640098,167788.918920686
"Jack pine","3.7",1.7,39976.9927021108,40457.4661046176,45478.9619209764
"Trembling aspen","3.7",1.7,30234.6162404951,31801.2386108184,34257.0692135845
"Black spruce","3.7",1.7,58602.2500002062,59599.5350668645,64552.9890134637
"Other species","3.7",1.7,19916.4953266268,21723.51022176,21464.0118068676
"All species","3.7",1.8,150567.530954344,156692.158670678,167798.759190031
"Jack pine","3.7",1.8,40017.7630992456,40501.1894726363,45493.1920668267
"Trembling aspen","3.7",1.8,30335.9957852295,31876.1873857703,34245.2208382586
"Black spruce","3.7",1.8,58685.0661044247,59777.2076281164,64566.1669891324
"Other species","3.7",1.8,19981.352823774,21774.3576273661,21472.3814100307
"All species","3.7",1.9,150888.282902096,157082.21731164,167823.861250457
"Jack pine","3.7",1.9,40076.3055385277,40560.5435503344,45508.8511944174
"Trembling aspen","3.7",1.9,30460.1946673341,31968.3049885208,34236.6271096297
"Black spruce","3.7",1.9,58790.2125111313,59984.7481876725,64585.5305088557
"Other species","3.7",1.9,20056.8501459825,21831.137637093,21486.5946904822
"All species","3.7",2,151275.638703374,157533.946510462,167864.344519052
"Jack pine","3.7",2,40152.0587214285,40634.7425184331,45525.7967521291
"Trembling aspen","3.7",2,30605.2113698235,32075.517621773,34231.543626853
"Black spruce","3.7",2,58917.7053570199,60217.9277878807,64610.9638744469
"Other species","3.7",2,20142.012697951,21892.6877896039,21506.7288036439
"All species","3.8",0,150714.781898821,157924.622011394,169245.55632168
"Jack pine","3.8",0,40343.2868076403,40773.2640186957,45467.3071781243
"Trembling aspen","3.8",0,30292.2671864011,32103.5532821925,34679.0790550575
"Black spruce","3.8",0,58672.2026795159,59737.5849903556,65069.0607253673
"Other species","3.8",0,19862.3697174476,21887.6460940252,21815.187893364
"All species","3.8",0.1,150665.241012772,157726.269999612,169111.696902207
"Jack pine","3.8",0.1,40327.7476079805,40755.5406977735,45456.9419885473
"Trembling aspen","3.8",0.1,30278.1504796817,32068.8760028015,34652.914349099
"Black spruce","3.8",0.1,58657.726420449,59678.5874474158,65016.1281342122
"Other species","3.8",0.1,19851.6136753818,21849.7721515545,21786.5586743928
"All species","3.8",0.2,150611.694296619,157524.906243814,168980.729890913
"Jack pine","3.8",0.2,40310.2683773055,40736.209922925,45447.4684676547
"Trembling aspen","3.8",0.2,30262.8527170307,32033.3040947624,34626.3574723771
"Black spruce","3.8",0.2,58642.3799289784,59619.1421210347,64964.5565205425
"Other species","3.8",0.2,19840.2319307112,21812.0072373635,21757.8481799518
"All species","3.8",0.3,150553.95927394,157321.40481593,168853.167908563
"Jack pine","3.8",0.3,40290.6238357597,40715.0917093474,45439.0021557106
"Trembling aspen","3.8",0.3,30246.3037486367,31996.8528799111,34599.4697319562
"Black spruce","3.8",0.3,58626.1102310318,59559.5521122107,64914.5918065472
"Other species","3.8",0.3,19828.3319208328,21774.7856014557,21729.1478835443
"All species","3.8",0.4,150491.98187253,157117.052831497,168729.543840829
"Jack pine","3.8",0.4,40268.6033588505,40692.033555231,45431.6488902341
"Trembling aspen","3.8",0.4,30228.4773381674,31959.6112874428,34572.3225471307
"Black spruce","3.8",0.4,58608.8967762909,59500.2637288283,64866.5009440157
"Other species","3.8",0.4,19816.0810111248,21738.6554287577,21700.5786183324
"All species","3.8",0.5,150425.920524911,156913.631464364,168610.414050991
"Jack pine","3.8",0.5,40244.0377622775,40666.9397996461,45425.5034291308
"Trembling aspen","3.8",0.5,30209.4235153675,31921.7714924788,34545.000039393
"Black spruce","3.8",0.5,58590.7759787468,59441.9116889886,64820.571744911
"Other species","3.8",0.5,19803.725378987,21704.2740565038,21672.2921383909
"All species","3.8",0.6,150356.265727627,156713.534660414,168496.364235186
"Jack pine","3.8",0.6,40216.8397114874,40639.8134948667,45420.6491493333
"Trembling aspen","3.8",0.6,30189.3138259974,31883.6658749753,34517.6019847335
"Black spruce","3.8",0.6,58571.8768206128,59385.3906017306,64777.112636773
"Other species","3.8",0.6,19791.6130488002,21672.3975861796,21644.4737197004
"All species","3.8",0.7,150284.002950515,156519.929810391,168388.017864772
"Jack pine","3.8",0.7,40187.061218302,40610.8123741631,45417.1587697147
"Trembling aspen","3.8",0.7,30168.5016590038,31845.8133171398,34490.2468566405
"Black spruce","3.8",0.7,58552.4701575761,59331.9523603168,64736.4523689528
"Other species","3.8",0.7,19780.2205205731,21643.8653488766,21617.3462999149
"All species","3.8",0.8,150210.82233726,156336.946003587,168286.046352982
"Jack pine","3.8",0.8,40154.9697813722,40580.3181065167,45415.0958849525
"Trembling aspen","3.8",0.8,30147.5989142384,31808.975854582,34463.0747015208
"Black spruce","3.8",0.8,58533.0330331881,59283.3177927189,64698.9392767108
"Other species","3.8",0.8,19770.1810122204,21619.5774768793,21591.1761128996
"All species","3.8",0.9,150139.366969852,156169.856953947,168191.17927359
"Jack pine","3.8",0.9,40121.1399667018,40549.0137542629,45414.5169615787
"Trembling aspen","3.8",0.9,30127.5675645918,31774.2230294563,34436.2496994572
"Black spruce","3.8",0.9,58514.3259503487,59241.780339867,64664.939278342
"Other species","3.8",0.9,19762.3098139217,21600.4637203481,21566.2792008473
"All species","3.8",1,150073.490231729,156025.20691005,168104.212234735
"Jack pine","3.8",1,40086.5491636589,40517.9576058916,45415.4733436853
"Trembling aspen","3.8",1,30109.818190098,31742.9936571853,34409.9623556848
"Black spruce","3.8",1,58497.4751012256,59210.2720113042,64634.8316738523
"Other species","3.8",1,19757.618655995,21587.4431406833,21543.0274711424
"All species","3.8",1.1,150018.464707583,155910.807446759,168026.009375636
"Jack pine","3.8",1.1,40052.6563117391,40488.6330260145,45418.0127141664
"Trembling aspen","3.8",1.1,30096.2961476768,31717.1336029215,34384.4311756451
"Black spruce","3.8",1.1,58484.043612556,59192.3571150868,64609.0022072278
"Other species","3.8",1.1,19757.3076698524,21581.3753013411,21521.8520395177
"All species","3.8",1.2,149981.061093321,155835.520576509,167957.497090562
"Jack pine","3.8",1.2,40021.4344412286,40462.9478647013,45422.1793371989
"Trembling aspen","3.8",1.2,30089.5218262845,31698.8783217949,34359.9033761574
"Black spruce","3.8",1.2,58476.0684858226,59192.117738495,64587.8335260065
"Other species","3.8",1.2,19762.7236242837,21583.0038109105,21503.2408412872
"All species","3.8",1.3,149969.412100904,155808.761089495,167899.645999285
"Jack pine","3.8",1.3,39995.3271169365,40443.1598295889,45428.0123487135
"Trembling aspen","3.8",1.3,30092.5414337963,31690.7488731016,34336.6539049125
"Black spruce","3.8",1.3,58476.0373816148,59213.902584243,64571.6936359165
"Other species","3.8",1.3,19775.2795406194,21592.8947807636,21487.7277146327
"All species","3.8",1.4,149992.604591863,155839.712332649,167853.439916373
"Jack pine","3.8",1.4,39977.1091402042,40431.7189887643,45435.5415902082
"Trembling aspen","3.8",1.4,30108.7494135795,31695.3464992373,34314.9821040699
"Black spruce","3.8",1.4,58486.7855608383,59261.9350877747,64560.9229301558
"Other species","3.8",1.4,19796.3416856636,21611.3769630696,21475.8718526633
"All species","3.8",1.5,150060.000900601,155936.340385794,167819.833424375
"Jack pine","3.8",1.5,39969.6529989382,40431.0409688478,45444.7811800138
"Trembling aspen","3.8",1.5,30141.5706457967,31715.0616272464,34295.2058254891
"Black spruce","3.8",1.5,58511.3087392962,59339.8175059127,64555.8200729957
"Other species","3.8",1.5,19827.0991298376,21638.4942962191,21468.2290564094
"All species","3.8",1.6,150180.362795937,156104.376052523,167799.702384342
"Jack pine","3.8",1.6,39975.6297100141,40443.2461539082,45455.7219754579
"Trembling aspen","3.8",1.6,30194.0363565386,31751.7468052521,34277.653306135
"Black spruce","3.8",1.6,58552.5085287493,59450.0130322447,64556.6268995088
"Other species","3.8",1.6,19868.4352931853,21673.9819659383,21465.3182792256
"All species","3.8",1.7,150360.916174043,156346.476752972,167793.793056258
"Jack pine","3.8",1.7,39997.1971361348,40469.9138089662,45468.324714743
"Trembling aspen","3.8",1.7,30268.334241281,31806.4248566781,34262.6531919258
"Black spruce","3.8",1.7,58612.9066778932,59593.4182417093,64563.5128927451
"Other species","3.8",1.7,19920.821873059,21717.2734292299,21467.5877914612
"All species","3.8",1.8,150606.527016548,156661.760168514,167802.67532045
"Jack pine","3.8",1.8,40035.7401605573,40511.9005823107,45482.5155124563
"Trembling aspen","3.8",1.8,30365.4378810994,31879.102981701,34250.5228088532
"Black spruce","3.8",1.8,58694.3756165529,59769.1344830361,64576.5606163289
"Other species","3.8",1.8,19984.2540441643,21767.5395884606,21475.3851486216
"All species","3.8",1.9,150919.144410478,157045.818582578,167826.704546097
"Jack pine","3.8",1.9,40091.7181000646,40569.2588043795,45498.1846378944
"Trembling aspen","3.8",1.9,30484.9092447737,31968.7390356396,34241.5546518735
"Black spruce","3.8",1.9,58797.9319041485,59974.502734306,64595.7542161036
"Other species","3.8",1.9,20058.2400282382,21823.7541944657,21488.934450088
"All species","3.8",2,151297.6078448,157491.202348512,167865.995575654
"Jack pine","3.8",2,40164.6471212231,40641.2653602891,45515.188614879
"Trembling aspen","3.8",2,30624.9232421383,32073.3657573308,34236.0014888164
"Black spruce","3.8",2,58923.6264815191,60205.3950727766,64620.9732715478
"Other species","3.8",2,20141.8476819836,21884.7738405782,21508.3231914843
"All species","3.9",0,150780.452764758,157896.177903745,169257.730705951
"Jack pine","3.9",0,40365.889216476,40786.5632101295,45462.2110546009
"Trembling aspen","3.9",0,30336.4901494458,32110.8943723907,34682.4532938778
"Black spruce","3.9",0,58684.79596764,59729.1072751719,65079.1189050107
"Other species","3.9",0,19872.8962076446,21884.2153954699,21818.2324700461
"All species","3.9",0.1,150731.469442429,157699.78446642,169123.77931385
"Jack pine","3.9",0.1,40350.6023314747,40769.1333677598,45451.4957633584
"Trembling aspen","3.9",0.1,30322.653171727,32076.7288219829,34656.5201773461
"Black spruce","3.9",0.1,58670.4835558649,59670.825170004,65026.3328742067
"Other species","3.9",0.1,19862.2324789584,21846.4754293619,21789.8015291922
"All species","3.9",0.2,150678.492230524,157500.453570219,168992.675943088
"Jack pine","3.9",0.2,40333.3950212366,40750.1126541254,45441.6522052803
"Trembling aspen","3.9",0.2,30307.6448380812,32041.6805177208,34630.199053757
"Black spruce","3.9",0.2,58655.3087621876,59612.1272097018,64974.891746788
"Other species","3.9",0.2,19850.9382456621,21808.8427583551,21761.3012265226
"All species","3.9",0.3,150621.331754924,157299.046908866,168864.937285579
"Jack pine","3.9",0.3,40314.042298242,40729.3215599193,45432.8002988718
"Trembling aspen","3.9",0.3,30291.392364301,32005.7619599038,34603.5498121573
"Black spruce","3.9",0.3,58639.2185194493,59553.3141087584,64925.0404625862
"Other species","3.9",0.3,19839.1170776151,21771.7473725032,21732.8203232621
"All species","3.9",0.4,150559.923071035,157096.831562378,168741.099984655
"Jack pine","3.9",0.4,40292.3326306313,40706.606928535,45425.0507420922
"Trembling aspen","3.9",0.4,30273.8646532945,31969.0571389174,34576.6419437501
"Black spruce","3.9",0.4,58622.1915673481,59494.8274379299,64877.0454441318
"Other species","3.9",0.4,19826.9312026584,21735.731758022,21704.4757796957
"All species","3.9",0.5,150494.408066482,156895.559054869,168621.72338372
